post_id,text,text_clean,tokens,majority_label,agreement,targets,cue_tokens,slur_tokens,non_slur_cue_tokens,slur_is_sole_target,target_tokens,framing,speech_act,primary_framing
27284969_gab,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous <user> \u200d <user> \u200d,another reason voting is pointless civ nat burger nat at its finest let us ask niggers who the good niggers are so we can get the nigger vote <number> iq apes will turn this country red blue wave be damned trump is owned by jews anyway ridiculous <user> \u200d <user> \u200d,"['another', 'reason', 'voting', 'is', 'pointless', 'civ', 'nat', 'burger', 'nat', 'at', 'its', 'finest', 'let', 'us', 'ask', 'niggers', 'who', 'the', 'good', 'niggers', 'are', 'so', 'we', 'can', 'get', 'the', 'nigger', 'vote', '<number>', 'iq', 'apes', 'will', 'turn', 'this', 'country', 'red', 'blue', 'wave', 'be', 'damned', 'trump', 'is', 'owned', 'by', 'jews', 'anyway', 'ridiculous', '<user>', '\\u200d', '<user>', '\\u200d']",hatespeech,unanimous,"['African', 'Jewish']",['ridiculous'],"['niggers', 'niggers', 'nigger', 'red', 'jews']",['ridiculous'],False,"['jews', 'niggers', 'nigger']",['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
18431319_gab,all these god dam filthy savages and nigger muslim dothaids these fuckin babyraping jews keep bringing in is causing a flu epidemic die jew die,all these god dam filthy savages and nigger muslim dothaids these fuckin babyraping jews keep bringing in is causing a flu epidemic die jew die,"['all', 'these', 'god', 'dam', 'filthy', 'savages', 'and', 'nigger', 'muslim', 'dothaids', 'these', 'fuckin', 'babyraping', 'jews', 'keep', 'bringing', 'in', 'is', 'causing', 'a', 'flu', 'epidemic', 'die', 'jew', 'die']",hatespeech,unanimous,"['African', 'Islam', 'Jewish']",['epidemic'],"['savages', 'nigger', 'jews', 'jew']",['epidemic'],False,"['jews', 'nigger', 'jew', 'muslim']","['DEHUMANIZATION', 'THREAT_VIOLENCE', 'MORAL_DISGUST']",STATEMENT,DEHUMANIZATION
16878503_gab,<percent> of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent <number> iq nigger diversity hire cops,<percent> of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent <number> iq nigger diversity hire cops,"['<percent>', 'of', 'niggers', 'who', 'get', 'shot', 'by', 'police', 'in', 'america', 'deserve', 'it', 'and', 'should', 'never', 'be', 'conflated', 'with', 'whites', 'who', 'get', 'shot', 'by', 'incompetent', '<number>', 'iq', 'nigger', 'diversity', 'hire', 'cops']",hatespeech,unanimous,['African'],"['shot', 'shot']","['niggers', 'whites', 'incompetent', 'nigger']","['shot', 'shot']",False,"['niggers', 'nigger']",['INTELLECTUAL_INFERIORITY'],STATEMENT,INTELLECTUAL_INFERIORITY
11004916_gab,and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,and to pour more gasoline on the fire now they are cracking down hard on internet hate speech which is arbitrary and capricious whenever a sand nigger bitches some poor brit going to jail and these muslim parasites have bitching down to an artform helmets people helmets,"['and', 'to', 'pour', 'more', 'gasoline', 'on', 'the', 'fire', 'now', 'they', 'are', 'cracking', 'down', 'hard', 'on', 'internet', 'hate', 'speech', 'which', 'is', 'arbitrary', 'and', 'capricious', 'whenever', 'a', 'sand', 'nigger', 'bitches', 'some', 'poor', 'brit', 'going', 'to', 'jail', 'and', 'these', 'muslim', 'parasites', 'have', 'bitching', 'down', 'to', 'an', 'artform', 'helmets', 'people', 'helmets']",hatespeech,unanimous,"['African', 'Islam', 'Women']",['hate'],"['hard', 'nigger', 'poor', 'parasites']",['hate'],False,"['nigger', 'bitches', 'muslim']","['DEHUMANIZATION', 'ECONOMIC_BURDEN']",STATEMENT,DEHUMANIZATION
16891858_gab,lol you are stupid even for a dumb bitch i am an american nationalist not a german national socialist but if you wish to refer to me by the same term that sjws use that fine you nigger loving sjw,lol you are stupid even for a dumb bitch i am an american nationalist not a german national socialist but if you wish to refer to me by the same term that sjws use that fine you nigger loving sjw,"['lol', 'you', 'are', 'stupid', 'even', 'for', 'a', 'dumb', 'bitch', 'i', 'am', 'an', 'american', 'nationalist', 'not', 'a', 'german', 'national', 'socialist', 'but', 'if', 'you', 'wish', 'to', 'refer', 'to', 'me', 'by', 'the', 'same', 'term', 'that', 'sjws', 'use', 'that', 'fine', 'you', 'nigger', 'loving', 'sjw']",hatespeech,unanimous,"['African', 'Women']","['bitch', 'socialist']","['stupid', 'dumb', 'nigger']","['bitch', 'socialist']",False,"['nigger', 'bitch']",['INTELLECTUAL_INFERIORITY'],STATEMENT,INTELLECTUAL_INFERIORITY
1177591117862330368_twitter,<user> she was screaming nigger and that she wish she could kill all the niggers in public at a cvs bitch,<user> she was screaming nigger and that she wish she could kill all the niggers in public at a cvs bitch,"['<user>', 'she', 'was', 'screaming', 'nigger', 'and', 'that', 'she', 'wish', 'she', 'could', 'kill', 'all', 'the', 'niggers', 'in', 'public', 'at', 'a', 'cvs', 'bitch']",hatespeech,unanimous,['African'],"['screaming', 'bitch']","['nigger', 'kill', 'niggers']","['screaming', 'bitch']",False,"['nigger', 'niggers']",['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
13243966_gab,sickening no amount of cultural marxism will negate the hereditary sub saharan iq send the niggers to liberia or elsewhere in mother africa where they just might perhaps survive on their own highly unlikely no tribe no identity send them back wattle huts short lifespans,sickening no amount of cultural marxism will negate the hereditary sub saharan iq send the niggers to liberia or elsewhere in mother africa where they just might perhaps survive on their own highly unlikely no tribe no identity send them back wattle huts short lifespans,"['sickening', 'no', 'amount', 'of', 'cultural', 'marxism', 'will', 'negate', 'the', 'hereditary', 'sub', 'saharan', 'iq', 'send', 'the', 'niggers', 'to', 'liberia', 'or', 'elsewhere', 'in', 'mother', 'africa', 'where', 'they', 'just', 'might', 'perhaps', 'survive', 'on', 'their', 'own', 'highly', 'unlikely', 'no', 'tribe', 'no', 'identity', 'send', 'them', 'back', 'wattle', 'huts', 'short', 'lifespans']",hatespeech,unanimous,"['African', 'Arab']",['sickening'],"['niggers', 'huts']",['sickening'],False,['niggers'],"['EXCLUSION', 'MORAL_DISGUST']",STATEMENT,EXCLUSION
27064690_gab,jew should be hated they are a disease that needs to eradicated from among white folk they and their subhuman nigger and arab foot soldiers are the enemy their annihilation is not up for negotiation,jew should be hated they are a disease that needs to eradicated from among white folk they and their subhuman nigger and arab foot soldiers are the enemy their annihilation is not up for negotiation,"['jew', 'should', 'be', 'hated', 'they', 'are', 'a', 'disease', 'that', 'needs', 'to', 'eradicated', 'from', 'among', 'white', 'folk', 'they', 'and', 'their', 'subhuman', 'nigger', 'and', 'arab', 'foot', 'soldiers', 'are', 'the', 'enemy', 'their', 'annihilation', 'is', 'not', 'up', 'for', 'negotiation']",hatespeech,unanimous,"['African', 'Jewish']","['disease', 'enemy', 'annihilation']","['jew', 'white', 'nigger']","['disease', 'enemy', 'annihilation']",False,"['nigger', 'jew']",['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
23896536_gab,oh good just what my state needs more memphricans abortion is a moral abomination when humans do it but niggers are not humans planned parenthood kills nigger babies,oh good just what my state needs more memphricans abortion is a moral abomination when humans do it but niggers are not humans planned parenthood kills nigger babies,"['oh', 'good', 'just', 'what', 'my', 'state', 'needs', 'more', 'memphricans', 'abortion', 'is', 'a', 'moral', 'abomination', 'when', 'humans', 'do', 'it', 'but', 'niggers', 'are', 'not', 'humans', 'planned', 'parenthood', 'kills', 'nigger', 'babies']",hatespeech,unanimous,['African'],"['abortion', 'abomination']","['niggers', 'kills', 'nigger']","['abortion', 'abomination']",False,"['niggers', 'nigger']",['MORAL_DISGUST'],STATEMENT,MORAL_DISGUST
16744089_gab,hey curry nigger race traitor kike fucker possible mossad agent fucker did voat die everything stopped working a few hours ago but the site still live,hey curry nigger race traitor kike fucker possible mossad agent fucker did voat die everything stopped working a few hours ago but the site still live,"['hey', 'curry', 'nigger', 'race', 'traitor', 'kike', 'fucker', 'possible', 'mossad', 'agent', 'fucker', 'did', 'voat', 'die', 'everything', 'stopped', 'working', 'a', 'few', 'hours', 'ago', 'but', 'the', 'site', 'still', 'live']",hatespeech,unanimous,"['African', 'Islam', 'Jewish']",['traitor'],"['nigger', 'race', 'kike']",['traitor'],False,"['nigger', 'kike']",['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
5585872_gab,viola liuzzo that dumbass yankee freedom rider bitch who was killed while driving a nigger agitatir around deserved to die,viola liuzzo that dumbass yankee freedom rider bitch who was killed while driving a nigger agitatir around deserved to die,"['viola', 'liuzzo', 'that', 'dumbass', 'yankee', 'freedom', 'rider', 'bitch', 'who', 'was', 'killed', 'while', 'driving', 'a', 'nigger', 'agitatir', 'around', 'deserved', 'to', 'die']",hatespeech,unanimous,['African'],['bitch'],"['dumbass', 'killed', 'nigger']",['bitch'],False,['nigger'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
17958826_gab,skin color should never determine whether or not one can form their mouth to make a sound just because some idiot finds offense with it nigger equals slave when one acts like a slave one should be called a slave every leftist is a nigger,skin color should never determine whether or not one can form their mouth to make a sound just because some idiot finds offense with it nigger equals slave when one acts like a slave one should be called a slave every leftist is a nigger,"['skin', 'color', 'should', 'never', 'determine', 'whether', 'or', 'not', 'one', 'can', 'form', 'their', 'mouth', 'to', 'make', 'a', 'sound', 'just', 'because', 'some', 'idiot', 'finds', 'offense', 'with', 'it', 'nigger', 'equals', 'slave', 'when', 'one', 'acts', 'like', 'a', 'slave', 'one', 'should', 'be', 'called', 'a', 'slave', 'every', 'leftist', 'is', 'a', 'nigger']",hatespeech,unanimous,['African'],"['offense', 'slave', 'slave', 'slave']","['idiot', 'offense', 'nigger', 'nigger']","['slave', 'slave', 'slave']",False,['nigger'],"['INTELLECTUAL_INFERIORITY', 'GENERALIZATION']",STATEMENT,INTELLECTUAL_INFERIORITY
19843612_gab,fla shooting please dear god let it be a white ginger who snapped from being abandoned and trapped in monkey and carrabian nigger hell,fla shooting please dear god let it be a white ginger who snapped from being abandoned and trapped in monkey and carrabian nigger hell,"['fla', 'shooting', 'please', 'dear', 'god', 'let', 'it', 'be', 'a', 'white', 'ginger', 'who', 'snapped', 'from', 'being', 'abandoned', 'and', 'trapped', 'in', 'monkey', 'and', 'carrabian', 'nigger', 'hell']",hatespeech,unanimous,['African'],"['shooting', 'abandoned', 'hell']","['white', 'monkey', 'nigger']","['shooting', 'abandoned', 'hell']",False,['nigger'],['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
10305130_gab,and your stupid nigger ass is still posting unsecured links to known criminal censors and band of disgusting fatties imgur imgoat com the only legit img host on the net by <user> on voat co,and your stupid nigger ass is still posting unsecured links to known criminal censors and band of disgusting fatties imgur imgoat com the only legit img host on the net by <user> on voat co,"['and', 'your', 'stupid', 'nigger', 'ass', 'is', 'still', 'posting', 'unsecured', 'links', 'to', 'known', 'criminal', 'censors', 'and', 'band', 'of', 'disgusting', 'fatties', 'imgur', 'imgoat', 'com', 'the', 'only', 'legit', 'img', 'host', 'on', 'the', 'net', 'by', '<user>', 'on', 'voat', 'co']",hatespeech,unanimous,['African'],"['criminal', 'disgusting']","['stupid', 'nigger', 'criminal']",['disgusting'],False,['nigger'],"['MORAL_DISGUST', 'INTELLECTUAL_INFERIORITY', 'CRIMINAL_DANGER']",STATEMENT,MORAL_DISGUST
16823274_gab,nigger porch monkey tree fruit neggra niggress ol black joe,nigger porch monkey tree fruit neggra niggress ol black joe,"['nigger', 'porch', 'monkey', 'tree', 'fruit', 'neggra', 'niggress', 'ol', 'black', 'joe']",hatespeech,unanimous,['African'],['tree'],"['nigger', 'monkey', 'black']",['tree'],False,"['nigger', 'black']",['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
21603448_gab,you lying nigger the kk did no such thing to your fam the niggers that got lynched were those who raped robbed and attempted to kill whites they were lynched or otherwise for damn good reason gtfo with your pappy bullshit you need to go back to africa,you lying nigger the kk did no such thing to your fam the niggers that got lynched were those who raped robbed and attempted to kill whites they were lynched or otherwise for damn good reason gtfo with your pappy bullshit you need to go back to africa,"['you', 'lying', 'nigger', 'the', 'kk', 'did', 'no', 'such', 'thing', 'to', 'your', 'fam', 'the', 'niggers', 'that', 'got', 'lynched', 'were', 'those', 'who', 'raped', 'robbed', 'and', 'attempted', 'to', 'kill', 'whites', 'they', 'were', 'lynched', 'or', 'otherwise', 'for', 'damn', 'good', 'reason', 'gtfo', 'with', 'your', 'pappy', 'bullshit', 'you', 'need', 'to', 'go', 'back', 'to', 'africa']",hatespeech,unanimous,['African'],"['lying', 'damn']","['nigger', 'niggers', 'raped', 'robbed', 'kill', 'whites']","['lying', 'damn']",False,"['nigger', 'niggers']","['THREAT_VIOLENCE', 'EXCLUSION', 'SEXUAL_GENDERED']",STATEMENT,THREAT_VIOLENCE
25160519_gab,all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight,all these pro white christians should be deported to africa where they belong who would come out against that these subversive pieces of shit take advantage of white civilization while opening the gates for niggers we need standards that the bottom line and these nigger level iqs are dead weight,"['all', 'these', 'pro', 'white', 'christians', 'should', 'be', 'deported', 'to', 'africa', 'where', 'they', 'belong', 'who', 'would', 'come', 'out', 'against', 'that', 'these', 'subversive', 'pieces', 'of', 'shit', 'take', 'advantage', 'of', 'white', 'civilization', 'while', 'opening', 'the', 'gates', 'for', 'niggers', 'we', 'need', 'standards', 'that', 'the', 'bottom', 'line', 'and', 'these', 'nigger', 'level', 'iqs', 'are', 'dead', 'weight']",hatespeech,unanimous,['African'],"['shit', 'weight']","['white', 'shit', 'white', 'niggers', 'nigger']",['weight'],False,"['niggers', 'nigger']",['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
16829008_gab,i would love to shoot a nigger in the head while jabbing an ice pick into a kikes eyesocket,i would love to shoot a nigger in the head while jabbing an ice pick into a kikes eyesocket,"['i', 'would', 'love', 'to', 'shoot', 'a', 'nigger', 'in', 'the', 'head', 'while', 'jabbing', 'an', 'ice', 'pick', 'into', 'a', 'kikes', 'eyesocket']",hatespeech,unanimous,"['African', 'Jewish']",['shoot'],"['nigger', 'kikes']",['shoot'],False,"['nigger', 'kikes']",['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
16070530_gab,<user> is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy,<user> is going to let pedos run freely on gab advocating for child fucking but if you think nigger and jew rapists that want you enslaved and your kids raped should be killed you are the bad guy,"['<user>', 'is', 'going', 'to', 'let', 'pedos', 'run', 'freely', 'on', 'gab', 'advocating', 'for', 'child', 'fucking', 'but', 'if', 'you', 'think', 'nigger', 'and', 'jew', 'rapists', 'that', 'want', 'you', 'enslaved', 'and', 'your', 'kids', 'raped', 'should', 'be', 'killed', 'you', 'are', 'the', 'bad', 'guy']",hatespeech,unanimous,"['African', 'Jewish']","['enslaved', 'bad']","['nigger', 'jew', 'rapists', 'raped', 'killed']","['enslaved', 'bad']",False,"['nigger', 'jew']","['THREAT_VIOLENCE', 'SEXUAL_GENDERED']",STATEMENT,THREAT_VIOLENCE
9489892_gab,when blacks chimp out or pimp walk slowly in front of your car they think they are speaking muh dik to power or social justice <number> muh slavery but really it just b c they are stupid,when blacks chimp out or pimp walk slowly in front of your car they think they are speaking muh dik to power or social justice <number> muh slavery but really it just b c they are stupid,"['when', 'blacks', 'chimp', 'out', 'or', 'pimp', 'walk', 'slowly', 'in', 'front', 'of', 'your', 'car', 'they', 'think', 'they', 'are', 'speaking', 'muh', 'dik', 'to', 'power', 'or', 'social', 'justice', '<number>', 'muh', 'slavery', 'but', 'really', 'it', 'just', 'b', 'c', 'they', 'are', 'stupid']",hatespeech,unanimous,['African'],['slavery'],"['blacks', 'power', 'stupid']",['slavery'],False,['blacks'],['INTELLECTUAL_INFERIORITY'],STATEMENT,INTELLECTUAL_INFERIORITY
13216290_gab,abandoned by his father makes shitty music narcissistic degenerate will probably end up bankrupt despite making millions sounds like a nigger to me,abandoned by his father makes shitty music narcissistic degenerate will probably end up bankrupt despite making millions sounds like a nigger to me,"['abandoned', 'by', 'his', 'father', 'makes', 'shitty', 'music', 'narcissistic', 'degenerate', 'will', 'probably', 'end', 'up', 'bankrupt', 'despite', 'making', 'millions', 'sounds', 'like', 'a', 'nigger', 'to', 'me']",hatespeech,unanimous,['African'],['abandoned'],"['father', 'nigger']",['abandoned'],False,['nigger'],['MORAL_DISGUST'],STATEMENT,MORAL_DISGUST
11766357_gab,it wasn t a punch but a correction white men control their emotions and do not call women whores unless the are prostitutes or cheating on you you may disagree with her name calling is nigger tier,it wasn t a punch but a correction white men control their emotions and do not call women whores unless the are prostitutes or cheating on you you may disagree with her name calling is nigger tier,"['it', 'wasn', 't', 'a', 'punch', 'but', 'a', 'correction', 'white', 'men', 'control', 'their', 'emotions', 'and', 'do', 'not', 'call', 'women', 'whores', 'unless', 'the', 'are', 'prostitutes', 'or', 'cheating', 'on', 'you', 'you', 'may', 'disagree', 'with', 'her', 'name', 'calling', 'is', 'nigger', 'tier']",hatespeech,unanimous,['African'],['punch'],"['white', 'nigger']",['punch'],False,['nigger'],"['CONSPIRACY', 'SEXUAL_GENDERED']",STATEMENT,CONSPIRACY
16292469_gab,it cause they thought you mean lynch as in lynching a bunch of niggers,it cause they thought you mean lynch as in lynching a bunch of niggers,"['it', 'cause', 'they', 'thought', 'you', 'mean', 'lynch', 'as', 'in', 'lynching', 'a', 'bunch', 'of', 'niggers']",hatespeech,unanimous,"['African', 'Women']",['lynch'],['niggers'],['lynch'],False,['niggers'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
1169985560938799104_twitter,shoot a nigga on his porch and make him fall in his kitchen,shoot a nigga on his porch and make him fall in his kitchen,"['shoot', 'a', 'nigga', 'on', 'his', 'porch', 'and', 'make', 'him', 'fall', 'in', 'his', 'kitchen']",offensive,unanimous,['African'],['shoot'],['nigga'],['shoot'],False,['nigga'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
14714692_gab,<user> ay yo what my favorite island nigger up to today out walking the dog or letting it get shot by the cops again,<user> ay yo what my favorite island nigger up to today out walking the dog or letting it get shot by the cops again,"['<user>', 'ay', 'yo', 'what', 'my', 'favorite', 'island', 'nigger', 'up', 'to', 'today', 'out', 'walking', 'the', 'dog', 'or', 'letting', 'it', 'get', 'shot', 'by', 'the', 'cops', 'again']",hatespeech,unanimous,['African'],['shot'],['nigger'],['shot'],False,['nigger'],['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
1927923_gab,cant wait to form a rightwingdeathsquad ™ with a few mates and lynch some obnoxious sheboons this black friday,cant wait to form a rightwingdeathsquad ™ with a few mates and lynch some obnoxious sheboons this black friday,"['cant', 'wait', 'to', 'form', 'a', 'rightwingdeathsquad', '™', 'with', 'a', 'few', 'mates', 'and', 'lynch', 'some', 'obnoxious', 'sheboons', 'this', 'black', 'friday']",hatespeech,unanimous,"['African', 'Women']","['lynch', 'obnoxious']",['black'],"['lynch', 'obnoxious']",False,['black'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
