post_id,text,annotator_labels,surface_cue,token_length
1204096845514981384_twitter,<user> i hate you,"[0, 1, 1]",Weak (Emotion only),4
1178422487287242754_twitter,<user> what matters to me my white sons who live in fear of every rabid feminazi in our country who wish ill upon them even though they did nothing to deserve it my sons matter,"[0, 1, 1]",Weak (Emotion only),35
1090255373489991680_twitter,<user> shot up i hate you,"[1, 1, 2]",Weak (Emotion only),6
8166503_gab,of course they are weak that is why they want the government to protect them same reason women do it amuse me when they dress up in black wear masks and try to scare veterans at rallys they d be killed if they ever made one of the vets mad,"[0, 1, 1]",Weak (Emotion only),50
1163281024706633728_twitter,<user> <user> can not relate tho lmao i am not worried ab no tweets 😂 idc ab anyone and it twitter just scroll and laugh hoe,"[2, 1, 1]",Weak (Emotion only),26
1100177318356619265_twitter,this was the worst thing you could have done to me and i hate you for it,"[0, 1, 1]",Weak (Emotion only),17
12591782_gab,while middle america was alternating between struggling along economically and finding cheap distractions they probably missed whole generations being taught to hate this nation that being white was a historical sin and that unrest is justice now many are finally being forced to notice this,"[1, 1, 2]",Weak (Emotion only),45
1212576474080792576_twitter,you don ’ t even cheat with no bad bitches cardi b,"[2, 1, 1]",Weak (Emotion only),12
1260392634419482624_twitter,<user> i used to tell my friends c ’ mon bitches we ’ ll find a loophole 😆 i ’ m just a good girl with bad girl tendencies 😁,"[2, 1, 1]",Weak (Emotion only),30
5289905_gab,truly shocking how much media coverage is just a simplistic narrative of nonwhite tribalism good white reactions evil,"[2, 1, 1]",Weak (Emotion only),18
1178876366189498368_twitter,zionism is the epitome of evil we must demand that the us congress ceases the funding of the atrocities committed by zionists against palestinians gazans lebanese any other muslim country or people iran will never bow to israel or saudi arabia the world will not either,"[2, 1, 1]",Weak (Emotion only),46
12429596_gab,the nfl is going down in the ratings because compared to hockey football is soft ⚔ ️ that and white folks are sick of rich blacks complaining about oppression and taking a knee during the anthem 🤔 gabfam speakfreely,"[1, 1, 2]",Weak (Emotion only),39
5776881_gab,<user> my wife visited an old co worker today that recently adopted a black baby she told my wife that while she gets some awkward looks from whites all of her bad experiences have been with black women making strange comments i found that interesting,"[2, 1, 1]",Weak (Emotion only),45
25568874_gab,mad antifa sticker advocating violence against political opponents in newcastle upon tyne england they decide who the nazis are of course,"[2, 1, 1]",Weak (Emotion only),21
1219398637991747584_twitter,<user> <user> i hate you 😭 😭 😭 😭 💀,"[1, 0, 1]",Weak (Emotion only),10
1241072483442266116_twitter,my sister got to my city <number> weeks ago and already found a man that calls her everyday and buys her gifts virgo women are sick,"[1, 2, 1]",Weak (Emotion only),26
16966283_gab,we have a plague of somali and sudanese terrorising whole suburbs of melbourne victoria and the police say there is no african gang problem but a youth problem these are the same idiots who think there is no muslim terrorist problem they hide their identity because they are afraid,"[1, 0, 1]",Weak (Emotion only),49
1228951207135174656_twitter,sana bol i love you sid i hate you uska opposite sidharth sneaky shukla sidnaazforever <user> <user>,"[1, 1, 2]",Weak (Emotion only),17
5546882_gab,dr robert epstein the pro gay editor in chief of psychology today noted that gay readers who were upset with an ad that ran in his publication in <number> sent him letters asserting that gays have a right to be rude or abusive because they themselves have been abused michael brown phd,"[1, 2, 1]",Weak (Emotion only),52
7441785_gab,they love to attribute motivations and feelings for which there is no evidence steve sailor peter brimelow and jared taylor are genocidal even they they claim to oppose violence i have looked into their hearts and seen the hate likewise antifa violence is based on projection,"[1, 2, 1]",Weak (Emotion only),46
18573444_gab,abraham himself was evil why are they not his seed just because the jews reject something does not make it not theirs look at you you are a white man rejecting traditional european faith does that suddenly make odin not a white god,"[1, 1, 2]",Weak (Emotion only),43
22680262_gab,giving the asians a bad name,"[1, 1, 2]",Weak (Emotion only),6
1179041200294244352_twitter,<user> hate you,"[1, 0, 1]",Weak (Emotion only),3
24949183_gab,last time i checked under sharia law queers are executed i always figured that was the main reasons jews hate and fear shariah law shariah law is only for muslims though how is it you are unaware of that,"[1, 1, 0]",Weak (Emotion only),39
1179041480666693632_twitter,<user> <user> <user> lol false the holocaust was legal nationally slavery was legal until it was shown to be illegal all the while it was wrong though do not you agree that slavery is wrong objectively,"[1, 1, 2]",Weak (Emotion only),36
1116887530375274497_twitter,<user> everyone hate your knees,"[1, 1, 2]",Weak (Emotion only),5
1248439098693619718_twitter,hate that the store right by my house closes at <number> how ghetto,"[2, 1, 1]",Weak (Emotion only),13
1232941338775080960_twitter,if you are dating my exes stop thinking that i hate you ahah relax idc it your time to suffer toodles x,"[2, 1, 1]",Weak (Emotion only),22
1122122155989327872_twitter,<user> <user> because muslims nice americans bad wait didnt they attack us never forget,"[2, 1, 1]",Weak (Emotion only),14
1182315881948422145_twitter,young women of this generation be more worried about how much money he has rather than if he has the holy spirit or not,"[1, 1, 2]",Weak (Emotion only),24
4637068_gab,if there was a muslim terror attack in the west that happened before trump announced his campaign it would disprove this guy hypothesis ok it was hard but i found several turns out obama trudeau merkel hollande and others all spread hate and division,"[2, 1, 1]",Weak (Emotion only),44
1179029540586348544_twitter,a wise white man once said as long as niggers hate each and never support their on we never have to fear them uniting and becoming independent bga bgtv facts,"[1, 0, 1]",Weak (Emotion only),30
1178713808510078979_twitter,<user> <user> <user> <user> imagine making fortnite references to insult someone i can tell ur a mad <number> year old that scams for accounts i hope ozzy gets raped by ur snobby carer,"[1, 2, 1]",Weak (Emotion only),33
12195162_gab,as a honky mofo i hate honkies who hate other honkies just because they hate being honkies they ownselves sad is not it let us get a movement going move to mecca that should work well for lgbt and jews,"[1, 2, 1]",Weak (Emotion only),40
1278521007691743232_twitter,actually who ’ boyfriend lmfao the way my life set up men hate me more than women 😫 😍,"[1, 0, 1]",Weak (Emotion only),19
1178002675696316417_twitter,i hate ryan murphy as much as ryan murphy hates dykes,"[1, 0, 1]",Weak (Emotion only),11
4309014_gab,gabfam news yes i have thought an awful lot about blowing up the white house but i know that this will not change anything – madonna the women who said she would give bj to those who voted for hillary oh she dropped some f bombs on air also,"[1, 1, 2]",Weak (Emotion only),49
18552129_gab,remeber they come at you with a smile then ask you hate jews blacks the mexicans not the illegal ones just regulars then ask you repent for your sins repent is another fake christian do not fallow there a wako texas style christian lmfao funny gay nazis whitesupreamist fbi will be watching 😉 🤗 🤗 🤗 🤗,"[1, 1, 2]",Weak (Emotion only),57
1231732175030116352_twitter,<user> i hate you toddler,"[1, 2, 1]",Weak (Emotion only),5
12125779_gab,this is frigging disgusting what a horrible thing to say if there was a report that cheap soda sweetened with corn syrup was affecting black kids in the ghetto and he said he would spike it he would be fired but a sitting president gawddamm,"[1, 1, 0]",Weak (Emotion only),45
1178926359537750016_twitter,<user> <user> <user> <user> <user> he is not white trash he is an elderly sick man who once worked <number> hour weeks to send meghan to private schools and trips to europe,"[1, 1, 2]",Weak (Emotion only),32
1224156557350461446_twitter,<user> i hate you,"[1, 2, 1]",Weak (Emotion only),4
1162244656924467202_twitter,at first they love you then they hate you because they can not be you or simply will never understand you,"[1, 0, 1]",Weak (Emotion only),21
5992144_gab,here is the thing you can love or hate whoever you like they certainly do not all jews are bad not all whites are good but there is definitely an agenda that i see,"[0, 1, 1]",Weak (Emotion only),34
1179076954621763584_twitter,<user> <user> <user> an illegal alien is just that nyc has gone brain dead and it should be challenged in court in california the politicians are just as bad but they can not shut down my first amendment rights,"[2, 1, 1]",Weak (Emotion only),39
1205180464912388098_twitter,<user> i hate you hold dis block,"[1, 0, 1]",Weak (Emotion only),7
1145629376102445056_twitter,my friends are like my family ❤ ️ unless i secretly hate you,"[1, 1, 2]",Weak (Emotion only),13
1178851751618891776_twitter,<user> we get it women rule everything this country belongs to illegal aliens white men are evil and belong in prison and orange man bad will never wat h again,"[1, 2, 1]",Weak (Emotion only),30
1124143365891809280_twitter,<user> <user> i hate you 😂,"[1, 1, 2]",Weak (Emotion only),6
18227989_gab,patrick henry ‏ <user> 6 h <number> hours ago more democrats are placing illegal immigrants ahead of legal u.s. citizens they are willing to hurt over <number> million legitimate citizens in order to give amnesty to a few hundred thousand illegal aliens democrats truly hate america,"[2, 1, 1]",Weak (Emotion only),46
1164882409952858116_twitter,<user> i hate you 😂,"[1, 2, 1]",Weak (Emotion only),5
1087123256023371776_twitter,<user> do you hate yourself,"[1, 1, 2]",Weak (Emotion only),5
1185232317347794944_twitter,<user> yeah me and gaby hate you,"[2, 1, 1]",Weak (Emotion only),7
1159278127778029568_twitter,idk why these negros with children keep trying to talk to me and get mad when i say i ’ m not interested bc they have kids lol,"[1, 0, 1]",Weak (Emotion only),28
1178887770208534529_twitter,<user> it is bad hun xoxo if you get raped do not ask for help you have been warned,"[1, 1, 2]",Weak (Emotion only),19
5644152_gab,it getting kinda obvious that the jews are behind the fake hate crimes they should have done like <number> or <number> it would have ben more believable,"[1, 1, 0]",Weak (Emotion only),27
25187579_gab,<number> paki muslims raping white children generational <number> prostituted own wives and daughters <number> drug heroine from afghanistan uk army and uk police protection generational <number> <number> prostituting white children with mps police councils social services protection genetational hate of women generational why muslim men are homosexual,"[1, 2, 1]",Weak (Emotion only),47
1178805995365179392_twitter,<user> <number> would lead to <number> imagine if all the arabs and palestinians suddenly became white they are allready redpilled and angry they just need a dose of agency and they will solve the problem in a heartbeat,"[1, 2, 1]",Weak (Emotion only),38
7445416_gab,people dont feel comfortable telling blacks hispanics that they are acting black hispanic because they will be admonished at best or assaulted at worst whites and asians just bend over and take it though when people insult them as acting white asian whites and asians rarely defend themselves,"[1, 1, 2]",Weak (Emotion only),48
1217092303673651201_twitter,muslim guys will listen to drake for <number> hours straight and ignore the quran bro you ’ re focusing on the wrong gods plan,"[1, 1, 2]",Weak (Emotion only),24
1204505769179254786_twitter,<user> well most of us still do and now we hate yours too,"[0, 1, 1]",Weak (Emotion only),13
21236910_gab,become a cult of one and build from the heart bright light in a dark scenario or invent a religion call yourself sardonica create a political structure based upon fear suppression conquest cruelty slavery violence and greed alluhu sardobar,"[1, 1, 0]",Weak (Emotion only),39
1177818892955193344_twitter,<user> stop pretending your sarcasm over a towel head shot in texas is obvious and disgusting fake thoughts and prayers,"[1, 2, 1]",Weak (Emotion only),20
27660410_gab,we will just use extreme state terror and violence to drive everybody out there now we have a our own country again i do not know dude it a war bad stuff happens that why it a bad idea to threaten people existence,"[2, 1, 1]",Weak (Emotion only),43
1078129846138490880_twitter,<user> scammer i hate you for putting nes roms on bandai namco blast instead of arcade roms,"[1, 1, 2]",Weak (Emotion only),17
1168145356162572290_twitter,i hate them off white belts,"[1, 2, 1]",Weak (Emotion only),6
1144374884832706560_twitter,<user> our immigrants less worried about them than i am about the legal residents in the us as you should be,"[1, 1, 2]",Weak (Emotion only),21
1142565348874452992_twitter,my bitchass dogs are on a together rn 🥺 🥺 🥺 take me to new york right this instant im sad,"[1, 1, 2]",Weak (Emotion only),21
9866948_gab,trump making america great again after <number> years of whats his name massive incompetence and mussie evil called no hope with chains,"[2, 1, 1]",Weak (Emotion only),22
11105143_gab,we are assuming he has nuts likely he has white knited them away to some upper middle class college sjw feminist who told him if you hate trump i will sleep with you,"[1, 1, 2]",Weak (Emotion only),33
1219420538029764608_twitter,<user> <user> this is why i hate you 😡,"[0, 1, 1]",Weak (Emotion only),9
1209673181067235330_twitter,<user> looking through your twitter makes me hate you,"[1, 1, 2]",Weak (Emotion only),9
1188512615405887494_twitter,<user> i hate you,"[1, 1, 0]",Weak (Emotion only),4
10780853_gab,trump was wrong in charlottesville the alt left was worse than the alt right bc they were the ones who started the violence as usual these rabid commie filth condemn us for violence we have not committed while flinging bricks at us and they think they have got the moral high ground lol,"[1, 1, 2]",Weak (Emotion only),53
1238107898804305921_twitter,i ’ m sick an tired of yall bitches that say your freaks but only like getting choked foh 😂,"[1, 1, 2]",Weak (Emotion only),20
1097107549227241472_twitter,the party elite hate immigrants this should be stopped,"[0, 1, 1]",Weak (Emotion only),9
1184377522357714944_twitter,<user> <user> etnic supremacism the nazis did not think they we are wrong blood and nation,"[2, 1, 1]",Weak (Emotion only),16
1179038745820987392_twitter,<user> well that what kennedy said to get her to leave but kennedy was also worried buffy might make a move on willow because that just how queer women who have known each other for a decade act,"[1, 1, 2]",Weak (Emotion only),38
9826529_gab,asians are <number> percent of uc irvine <number> percent of berkeley and <number> percent at ucla your grandkids will be asian and u r worried about a few jews lmao,"[1, 1, 2]",Weak (Emotion only),30
14551753_gab,we will know him as in the diversity crusher with you singh this is a parody post and does not condone violence it just common and garden venting by an annoyed straight white male about the typical degeneracy and anti white opportunism of the evil mudvader,"[2, 1, 1]",Weak (Emotion only),46
16705026_gab,it is not a civilized nation in which the assault of women and children worse yet by foreign invaders is met by inadequate or even no punishment and the response is not mobs of men armed with torches and rope,"[1, 1, 2]",Weak (Emotion only),40
1163828708517568517_twitter,<user> proud boys aren ’ t pro nazi jesus you ’ re a terrible journalist,"[1, 2, 1]",Weak (Emotion only),15
1178748323324448769_twitter,and you can call me a dyke but niggas were scared of her,"[1, 2, 1]",Weak (Emotion only),13
1165010394957660160_twitter,shawn mendes legit afraid of wearing eye shadow in fear of being called gay like shawnmendesisoverparty,"[1, 1, 2]",Weak (Emotion only),16
1179036515466272768_twitter,<user> wtf is wrong with these demon rats ha <user> do not let the medical records for illegal aliens fast track to electronic system shoot this bill down vets deserve it first not illegals 😡,"[1, 2, 1]",Weak (Emotion only),35
1218011054757830656_twitter,<user> hate you 😭 😭 😭 i was just about to watch this rn,"[1, 0, 1]",Weak (Emotion only),14
1191534008183775232_twitter,dapping up your skinny homies is annoying man you gotta be ready for a powerful embrace stop stumbling bro you scaring the women,"[1, 1, 2]",Weak (Emotion only),23
19625308_gab,you hate the jews that much you wouldnt save them,"[1, 0, 1]",Weak (Emotion only),10
1123647477549125632_twitter,<user> <user> naxals are as bad as jihadis,"[1, 1, 2]",Weak (Emotion only),8
11746024_gab,do i feel bad for dreamers no however i do feel bad for the legal immigrants who waited years for what illegal dreamers stole from them,"[2, 1, 1]",Weak (Emotion only),26
1095439403202166784_twitter,<user> i hate you,"[1, 2, 1]",Weak (Emotion only),4
1247714098495840264_twitter,tfw you hate yourself for no reason gt,"[1, 1, 2]",Weak (Emotion only),8
1106585275340333056_twitter,<user> i hate you,"[0, 1, 1]",Weak (Emotion only),4
7043965_gab,attention white south africans do not become part of the worlds hidden history of white extermination as the whites of angola rhodesia algeria mozambique did current western governments hate whites they engage in whiteminoritization anti white propaganda on a daily basis stay strong,"[1, 1, 2]",Weak (Emotion only),43
1088036741871738880_twitter,<user> i am not saying you are wrong but lesbians are a bit boring to me,"[2, 1, 1]",Weak (Emotion only),16
24497257_gab,note how quickly the left wing hate media site nbc goes to bashing white people and citing far left hate group splc in reaction to an armenian act of violence,"[1, 1, 2]",Weak (Emotion only),30
1178010681108520961_twitter,i hate how they portray dykes in movies,"[1, 2, 1]",Weak (Emotion only),8
24398768_gab,every black men women and children in america should want this women dead lifetime membership in the kk mohammedan obama and hillary treated blacks worse than black muslim slavers ever have done for <number> yrs,"[2, 1, 1]",Weak (Emotion only),35
1098268960364134400_twitter,you woke it problematic that heidegger was associated with the nazis me based that was basically the only not bad thing about him,"[2, 1, 1]",Weak (Emotion only),23
1178789593749102592_twitter,telling bisexual women that they can not say dyke as if they do not get called it by bigoted attackers is erasing the fact that bisexual women can be butch and can date women you all act like bisexual women are not valid bc we also like men and it disgusting,"[2, 1, 1]",Weak (Emotion only),51
8173130_gab,i just had about five pounds of smoked wings the ghetto is not all bad,"[2, 1, 1]",Weak (Emotion only),15
1188622728460488706_twitter,<user> the gods hate you specifically,"[1, 1, 2]",Weak (Emotion only),6
1114981420508827648_twitter,<user> she is being threatened with actual violence not the pretend violence you are worried about,"[1, 1, 2]",Weak (Emotion only),16
7962660_gab,it makes sense though there are idiots who support their right to do fgm that one of the democrat favorite phrases we support our moslem friends and anyone who supports it is just as bad as the ones who practice it cc <user>,"[0, 1, 1]",Weak (Emotion only),43
1230750036817932289_twitter,<user> it ’ sad muslims can ’ t follow their religion in peace without anyone doing something,"[1, 2, 1]",Weak (Emotion only),17
3326234_gab,<user> ditto i do not know how white targeted retailers will stay in business once whites refuse to go out of fear i am not in the shoe industry but i would guess market research would show the market for rockport shoes amongst the ghetto folk to be less than robust,"[1, 2, 1]",Weak (Emotion only),51
1178833853932326912_twitter,men will condition women to put up w misogyny bc they could be worse and somehow you dumbasses will always find a way to blame dykes huh,"[1, 1, 2]",Weak (Emotion only),27
1177816917152862208_twitter,<user> srj scared them with his towelhead,"[1, 1, 0]",Weak (Emotion only),7
26742969_gab,evil moslem warlord sadiq khan needs to locked up in gitmo for encouraging his fellow devout moslems to carry out terrorist attacks in the west,"[1, 1, 0]",Weak (Emotion only),25
1159991004256067584_twitter,i do not hate you it just that sometimes your actions and the stuff you say annoys me,"[1, 1, 2]",Weak (Emotion only),18
13365779_gab,omg some reporting <user> assault <number> women a <number> year old sick if true nah not possible that what they said about crosby,"[1, 2, 1]",Weak (Emotion only),23
1194225983064166402_twitter,<user> why i still hate you you delete artpop,"[2, 1, 1]",Weak (Emotion only),9
11156631_gab,wow that nothing but plain facts no one is named no violence appears twitter just hates you and wants you dead or at least not speaking at all they truly are bad,"[2, 1, 1]",Weak (Emotion only),32
2743217_gab,white supremacy explained people fear black men because they will beat you to a pulp without raising a sweat people fear white men because they will vaporize your entire city,"[1, 1, 2]",Weak (Emotion only),30
1168559371804139520_twitter,how do people go home at night eat and sleep knowing that they ’ ve murdered or raped someone today disgusting,"[1, 1, 2]",Weak (Emotion only),21
20547070_gab,when jews call out jews you know its bad,"[2, 1, 1]",Weak (Emotion only),9
1317411_gab,<user> bit worried about the generalised threats bit offended snowflakes are threatened by everything would a call to protest in person against a mosque that was spreading radical islam now be forbidden remember censorship is a slippery slope best not start,"[1, 2, 1]",Weak (Emotion only),41
1177427244123381760_twitter,<user> just say i am an ugly dyke and go,"[2, 1, 1]",Weak (Emotion only),10
1178816974794760192_twitter,<user> <user> <user> there were no tikis for christopher newsom and channon christian they were held down by blacks and their genitals cut off then raped and murdered not even charged with hate crime that is hypocrisy get educated,"[0, 1, 1]",Weak (Emotion only),39
1167141827000045577_twitter,<user> <user> i hate you,"[0, 1, 1]",Weak (Emotion only),5
23109287_gab,war is legal because violence is a legitimate means of redressing certain grievances righting certain wrongs and protecting vital interests if it not morally wrong for governments to engage in such violence it not morally wrong for individuals to either,"[2, 1, 1]",Weak (Emotion only),40
1179099997486436352_twitter,<user> this is the non stop c*oning <censored> that is displayed by black women these negresses give a horrible impression on the true b1 sisters who are for black empowerment she was a white sacrifice and she will probably get the lowest sentence tammy the mammy,"[1, 1, 0]",Weak (Emotion only),46
27604258_gab,yeah bro the globalists hate the jews that why they bend over backwards to persecute anyone who criticizes the jews because the jews are the real victims of globalism now this is pilpul,"[1, 2, 1]",Weak (Emotion only),33
1079833701326966785_twitter,blocking every mgk fan comin at me got no energy for you retards y ’ all are as bad as ariana and nicki fans,"[1, 1, 2]",Weak (Emotion only),24
21283614_gab,great doc abt how east asians commit less crime than whites even though they are a racial minority and the apparent victims of horrible white racism,"[1, 1, 0]",Weak (Emotion only),26
1106339422038048770_twitter,<user> how come you guys do takfir of muslims and search for faults in every <number> this <number> quality makes me sad,"[2, 1, 1]",Weak (Emotion only),22
1179091824461385728_twitter,oh i got these vegas dykes mad today,"[1, 1, 2]",Weak (Emotion only),8
1178896666323230721_twitter,i just can not trust nobody that on some my aesthetic is preferred you are aesthetic is considered disgusting but promise i am just tryna help she needa be exiled faux niggers,"[1, 1, 2]",Weak (Emotion only),32
11580271_gab,leftists are bad at marxmanship anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,"[1, 2, 1]",Weak (Emotion only),41
1178439505126346753_twitter,<user> he dindu nuffin wrong,"[1, 0, 1]",Weak (Emotion only),5
7704618_gab,even worse jenner only had to kill one woman to be labeled a woman driver but an afghani moslem that shot <number> brown gays got mislabeled an nra american even after telling <number> he did it because the us attacks his homeland pledged to the islamic state,"[1, 0, 1]",Weak (Emotion only),47
21623349_gab,did she say here or some where else that white men are vile,"[1, 2, 1]",Weak (Emotion only),13
4771074_gab,someone please tell the mayor of berkeley that calling speech you hate hate speech does not give you the right to circumvent the first amendment let alone justify you abusing your authority and permitting violence against anyone or anyone property miloriots no i am still not over it,"[2, 1, 1]",Weak (Emotion only),48
11800347_gab,by running away and proclaiming victory in his echo chamber his dumbfuck followers will likely consider it a masterful philosophical lol rebuke of the evil nahzi white supremists,"[1, 2, 1]",Weak (Emotion only),28
20714423_gab,like that terrible violence of the american revolution that stopped the red coats from taking american guns we need to stop glorifying self defense and protect the lives and feelings of criminals,"[1, 2, 1]",Weak (Emotion only),32
1103744752724324353_twitter,if you tuck your jeans into your socks i hate you,"[1, 0, 1]",Weak (Emotion only),11
1227745250019553282_twitter,<user> <user> nah nazis are evil,"[1, 2, 1]",Weak (Emotion only),6
1125556263343968256_twitter,<user> <user> rascism is not just for blacks browns muslims asians people who hate white people are rascist,"[1, 1, 0]",Weak (Emotion only),18
1178371448001454080_twitter,<user> i cant believe you say you hate faggots <number> times a day and you say you hate fat people once on your private account and everyone comes for you,"[0, 1, 1]",Weak (Emotion only),30
1182614622857089024_twitter,its also how redguards are a vague brown race like all poc are like homogenous sad we cant have latinos,"[2, 1, 1]",Weak (Emotion only),20
22105164_gab,i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us,"[1, 1, 2]",Weak (Emotion only),47
1262556728660459521_twitter,non asians btw u cant make jokes like “ why do you hate asians ” “ do all asians look the same to you ” like u cant do that ❤ ️ thank u,"[2, 1, 1]",Weak (Emotion only),34
1168781397227556865_twitter,i kno all the bad bitches should ’ ve ask me to give u <number> now u stuck w a rat lmao,"[1, 2, 1]",Weak (Emotion only),22
1178618820229025793_twitter,<user> <user> <user> yes men commit male violence i actually wouldnt envy a lesbian being confonted with a penis for a number of reasons the fear of being raped or being beaten for turning down the trans woman being just one,"[1, 1, 0]",Weak (Emotion only),41
15879649_gab,andrew anglin wants white women to be raped and beaten into submission he is just gross being out there just to shock white sharia is cancer and must be vehemently denounced,"[1, 0, 1]",Weak (Emotion only),31
6615207_gab,<user> do not be scared of that real women like a strong confident man not the type of men that exist now that are asking for permission to kiss their wife,"[2, 1, 1]",Weak (Emotion only),31
1275492309170376713_twitter,it ’ bad enough the caucasians shade me for my name but my own ppl be mocking me the spelling is different 😡,"[1, 1, 2]",Weak (Emotion only),23
24072943_gab,israel is the only democracy in the muzzie mideast and an american ally people who hate israel are idiots,"[0, 1, 1]",Weak (Emotion only),19
1162249536292569091_twitter,<user> <user> what a vile islamist you have become shame,"[1, 1, 2]",Weak (Emotion only),10
3949269_gab,<user> forgot to tell you my favorite food is italian food do you make canoles it sad what happening over there with the refugees,"[1, 2, 1]",Weak (Emotion only),24
10883257_gab,using gas lighting propaganda for you horrible white southerners meant nothing real,"[1, 1, 0]",Weak (Emotion only),12
1122511047628189697_twitter,<user> by that logic it would be fine for jews to terrorize since your people call them evil and blame them for all of your problems,"[2, 1, 1]",Weak (Emotion only),26
