post_id,text,annotator_labels,surface_cue,token_length
1246340638066585602_twitter,<user> <user> he ’ gay himself,"[1, 2, 1]",None,6
16786829_gab,so talking of intellectual ghettos in an age in which simply being white and not a screaming leftist ghettoizes one as a white supremacist so what being called something anyway w o even enjoying the advantages of actually being one seems something of a waste,"[1, 2, 1]",None,45
13238512_gab,cuz civic nationalism does not work diversity inherently creates conflict and for every <number> 2 nd 3 rd gen immigrant who wants to become american <number> do not humans are inherently tribal civic nationalism tries to undo this in favor of creating a tribe around a flag but it fights human nature loses,"[1, 0, 1]",None,53
1170190402357465089_twitter,all these niggas is parrots,"[1, 0, 1]",None,5
1177890061817397249_twitter,breona that my dyke 🤣,"[1, 1, 0]",None,5
1096036294629773312_twitter,<user> <user> maybe sturgeon will offer her a room at her house along with the syrians refugees,"[1, 1, 2]",None,17
1099333093058584577_twitter,<user> rules are rules leave the ghetto at the door when you walk in,"[2, 1, 1]",None,14
10653957_gab,paul nehlan calls out antifa for instigating violence and says uniteright has a right to protest and free speech wow this guy is getting better and better he needs to beat they guy that stole eddie munster haircut paul ryan,"[1, 2, 1]",None,40
1182391329013325824_twitter,having a car too much work i am tired of gas changing the oil need new brakes and now tires this is ghetto,"[2, 1, 1]",None,23
20057914_gab,laws regarding immigration system isnt going to keep the dems from circumventing the system by breaking the law to allow mass immigration of muslims mexicans only <number> thing can be done to stop mass immigration start throwing dems in jail until that happens immigrants will flow like water,"[1, 2, 1]",None,48
1267138396423667712_twitter,<user> thank you finally a white person stating facts,"[1, 1, 2]",None,9
1178805274209071105_twitter,<user> <user> <user> <user> <user> <user> if he not lazy why is he butt hurt americans are lazy compared to african countries that fact is not nearly enough reason for me not want them here african immigrants are not the enemy white supremacy is,"[1, 0, 1]",None,44
1268081343096741891_twitter,<user> i wll bet in that <number> percent names in that list would be muslims,"[1, 2, 1]",None,15
15982980_gab,alex jones is falsely reporting that franks did not want to have sex with the women he tried to pay to be surrogate mothers,"[2, 1, 1]",None,24
16088290_gab,it is sustainable thousands of children all over the us are without those trappings it does have to be that way race matters my tribe white western european men and women come first all others are meaningless to me kind after kind,"[1, 1, 2]",None,42
1223091900422316032_twitter,yall voted dyke shorts kyle lowry over derrick rose whoever voted for lowry should be ashamed,"[1, 2, 1]",None,16
13295800_gab,every jew including nyc rabbis and ortho jews insist adam and eve are not only god prototypical humans but also jews smdh,"[1, 1, 2]",None,22
1178831399484346374_twitter,<user> obama catch and release is an abomination on america obama should be held responsible for every american who is raped and killed by illegals,"[1, 2, 1]",None,25
14580398_gab,only elite looters are enriched when they import a 6 0 iq moslem onto welfare section <number> homeless vets would not need taxpayer paid classes on how to use toilets in free homes,"[1, 0, 1]",None,33
27090581_gab,actually yes there were irish slaves in america mostly women and girls who were allowed to work in the manors as opposed to the fields they were also forced to have sex with the negro slaves this is why many african americans today have irish or english scottish blood in them,"[1, 1, 2]",None,51
1178890353128169475_twitter,<user> <user> <user> issue why write a do gooder illegal immigrant fraudulently in the country fleeing death and persecution and not one who raped little girls or murdered a child by dismemberment because that scenario does not fit <user> narrative change the law,"[0, 1, 1]",None,43
1178824377661640706_twitter,prolly heard im a hoe from a hoe,"[0, 1, 1]",None,8
1178174788134555648_twitter,<user> <user> <user> <user> <user> a man of straw antifa have never killed everyone the far right white supremacist are major terrorist threats,"[1, 1, 2]",None,23
25550748_gab,black arabs people made slaves of blacks african first then made slaves of white people who were called white gold worth a lot portuguese took from africa <number> million black slaves to brazil today <number> million africans are slaves to muslim masters so black america grow up,"[2, 1, 1]",None,47
14941551_gab,it scary really the far left has successfully brainwashed most white kids of my generation into self hatred and white guilt i have literally been told by a hispanic that you can not enjoy football because you are white and that not racism to my peers unbelievable,"[2, 1, 1]",None,47
1181000088421830658_twitter,y ’ all got all the hoes,"[2, 1, 1]",None,7
25535259_gab,<number> taxi drivers sentenced and <number> more suspended in newcastle for raping and grooming children why is not this headline news bbc i will tell you it is because they are all pakistani heritage muslims who single out white children to groom and rape ignored by our liberal elite,"[1, 1, 2]",None,49
1179045128318701574_twitter,<user> i love dykes fr,"[2, 1, 1]",None,5
11388430_gab,i am not apart of the black community my community is the circle i have created comprised of people i love and respect i was raised around my black relatives but not ghetto black culture there is a huge difference between marvin gaye and snopp dog,"[1, 1, 2]",None,46
1178196619159670784_twitter,before anyone passes judgement i wanna let it be known that im <percent> trailer trash,"[1, 2, 1]",None,15
1178836578837417984_twitter,hoe you can not touch this,"[1, 1, 2]",None,6
27545428_gab,sessions cites bible to defend separating immigrant families hotpagenews com r <number>,"[2, 1, 1]",None,12
1179009266407165952_twitter,<user> <user> because in <number> the republican party is a clown car full of white nationalists and conspiracy crackpots who are easily exploited by fox news and hordes of supplement selling grifters funded by billionaires who will not rest until they are trillionaires and the rest of us are slaves,"[1, 1, 2]",None,50
23607134_gab,you get flak when you are over the target but you do not hit a moslem target if there are not dead kids used as human shields,"[0, 1, 1]",None,27
1179028034525028360_twitter,<user> <user> muslim have <number> muslim country why they not taking refugee from bangladesh in there country why muslim refugee just want to come in europe india and america,"[2, 1, 1]",None,29
1176198966473560066_twitter,<user> <user> why does the little nazi have a blue checkmark,"[2, 1, 1]",None,11
1205635400074551296_twitter,i am an ashkenazi jew,"[2, 1, 1]",None,5
5336925_gab,it seems that a lot of immigrants have gotten fired for showing up for protests rather than work as i see it that an appropriate punishment try not showing up for work while in the military and see what happens any military not just the usa,"[1, 2, 1]",None,46
13280748_gab,they are planting evidence suggesting that europe was moslem land to make moslems feel more entitled and the native europeans feel more guilty therefore easier to submit and surrender to islam it psychological warfare,"[1, 2, 1]",None,34
1242730884911906817_twitter,whoever is having sex rn have some for me to 😂 lucky bastards,"[1, 1, 2]",None,13
18012075_gab,the national health serivces of the uk making tax payers pay for insanity biological men who regard themselves as women are being invited for cervical smear tests – even though it is impossible for them to have a cervix – an official guidebook states,"[1, 1, 2]",None,44
19413814_gab,well if it works for you two thats all that counts however when u post silly drivel here about doormat women then people may question your uh veracity,"[1, 1, 2]",None,28
1116060885590712320_twitter,<user> they are illegal immigrants not asylum seekers,"[0, 1, 1]",None,8
16038579_gab,lol i tell ya what now your going old school i have not heard tarbaby in a long time,"[1, 1, 0]",None,19
1178615755295690756_twitter,i love the muslim unity amongst islamic nations how come they did not take in even one muslim refugee 🤔,"[2, 1, 1]",None,20
5629811_gab,but if white trash originated in african american slang it was middle class and elite whites who found the term most compelling and useful — and ultimately this is the crowd that made it part of popular american speech https :// thesocietypages org specials white trash,"[1, 1, 0]",None,46
1232098262267678720_twitter,use coupon code “ holocaust denial ” for <number> odd at checkout,"[1, 1, 2]",None,12
17674276_gab,free women rule hold your head up high wearing freedom pink hats and vagina costumes are for weaklings who support holding women down for sexual offenders with the initials bill clinton 🇺 🇸 👸 beyourownhero maga,"[1, 1, 2]",None,36
7987380_gab,sorry white men you are just begging to be cheated on vice,"[2, 1, 1]",None,12
1232665780971376640_twitter,<user> muslims voted for <user> bjp team b and got the government they deserve,"[1, 1, 2]",None,14
21828756_gab,if white men r problem how come black mail is criminal an me a dog,"[1, 1, 2]",None,15
22863841_gab,i remember something to that effect gotta dig deeper for the pedo thing i may well have him mixed up with another yid with that name they are all demonic shapeshifters after all,"[1, 0, 1]",None,33
1233090030601560065_twitter,<user> women were gang raped in his house is it true women body found in backside gutter kf tahir,"[1, 1, 2]",None,19
1278979776460578816_twitter,good morning to all the <number> ’ <number> <number> ’ <number> women,"[1, 2, 1]",None,12
1162840702469828608_twitter,<user> the nazis like you got owned today owned,"[1, 2, 1]",None,9
16291509_gab,for once a moslem did a good thing one less future democrat voter and one less welfare check,"[0, 1, 1]",None,18
24427919_gab,scholarship needed <number> of <number> gay and lesbian fiction on abortion i am already including chelsey johnson novel stray cat into the paper please note how you want your name to be listed only replies to my email of record will be acknowledged,"[1, 1, 0]",None,43
16598187_gab,second post a b bitcoin from you on gabnews today are you moving into bitcoin business now thought you were on mission to bring justice to young raped victims all is good but just want to have a clear understanding in my own mind god bless america merry christmas,"[1, 1, 0]",None,49
1179085631374233600_twitter,<user> <user> niggers do not get counted,"[1, 0, 1]",None,7
1179000569140137984_twitter,<user> <user> <user> and trump calls africa shithole countries as a joke and he calls immigrants animals as a joke and he calls black people varmin as a joke you are no different neither is <user> go take a look at yourself in the mirror,"[1, 2, 1]",None,45
1178690890258243589_twitter,<user> why d they all isra a muzzie,"[1, 1, 0]",None,8
4370649_gab,<user> she has guts at least her canadian values for immigrants policy is being skewered by our lefty media ad nauseum can she hold the line like trump did we will see,"[1, 1, 2]",None,32
1651672_gab,dead voters illegal immigrant voters felon voters they do not vote for republicans do they hehehehehe auditthevote,"[1, 1, 2]",None,17
1095393362314776581_twitter,clc first win and chuu teaser today is for the homosexuals,"[1, 1, 2]",None,11
1143639157807427584_twitter,i have played the wife role for dudes who only deserved a hoe that my fault tho,"[1, 2, 1]",None,17
1171441718434000906_twitter,<user> well if she wants sharia law she ’ going to reignite the war of muslim law against america,"[1, 0, 1]",None,19
1178368316416679937_twitter,first pills lean weed rollin niggers,"[2, 1, 1]",None,6
25199044_gab,you must be brainwashed because it was the soviets and jews who won ww2 not the british or us,"[2, 1, 1]",None,19
1179105240345464833_twitter,<user> lmfao if u knew the dykes i knew you d get it 😭 😭 😭 😭,"[1, 2, 1]",None,17
1077719367524052997_twitter,it ’ kind of islamaphobic that everything is closed today,"[1, 2, 1]",None,10
14158635_gab,here how we solve the problem of flirting sexual harassment remove women from the workplace and education restore the traditional family done,"[2, 1, 1]",None,22
7478951_gab,i keep reading it as maricon means homosexual in spanish slang,"[1, 2, 1]",None,11
1228767405893091328_twitter,<user> ain ’ t nothing ghetto about it who told y ’ all white folks only own guns to hunt y ’ all love giving them civilized credit,"[1, 2, 1]",None,28
1082393687504502784_twitter,<user> wonder if her housekeeper is an illegal immigrant,"[1, 1, 2]",None,9
17936793_gab,murdered by illegal immigrant,"[2, 1, 1]",None,4
1213517784942104577_twitter,apocalipse a as gays trombetasdovale,"[2, 1, 1]",None,5
21863377_gab,white women cannot compete thicc asians are truly the greatest threat to the white race i am just spreading awareness of this menace,"[2, 1, 1]",None,23
1178691252402806784_twitter,<user> <user> ching chong ching,"[0, 1, 1]",None,5
21515474_gab,theresa may wants to remain in the eu attacking russia attacking america by arresting brittany two huge deals could now be in jeopardy i hope the russians or the arabs get may,"[1, 2, 1]",None,32
1178728288606445568_twitter,<user> with the news of dykes going down do you expect kam wilson to step in to fill the dykes role,"[1, 1, 2]",None,21
1179080461341089792_twitter,all white boys do is lie and punch walls,"[2, 1, 1]",None,9
10045899_gab,this is what happens when you do not put the toilet seat down for your immigrant roommate d,"[1, 1, 2]",None,18
8780029_gab,will all of the white people who want to move to a ghetto or third world country please raise your hand,"[1, 1, 0]",None,21
1230917389522472960_twitter,<user> therapy anime gay,"[2, 1, 1]",None,4
1209503685019131905_twitter,<user> yep tho is anyone surprised their defending known nazi nick fuentes,"[2, 1, 1]",None,12
11120313_gab,so this action by espn of dropping the sportscaster because of his name robert lee glaringly points out the reality of the left and how they are now the equal of the nazi brown shirts espn and others simply expect the violence that the dems gleefully promote and commit,"[2, 1, 1]",None,49
23189393_gab,i have had this idea for a while now a dystopian sci fi future where whites are a small minority a girl from the ghetto named cinnamon smith leads a movement to rise up and set things right,"[1, 2, 1]",None,38
11794553_gab,gay moslem support group,"[1, 1, 0]",None,4
10729951_gab,if you insist on being a white person at least have the decency to be a communist,"[1, 1, 2]",None,17
1179011774403756032_twitter,the dyke wants her kpop boy,"[1, 1, 0]",None,6
1142957658867142659_twitter,<user> i ’ m deeply concerned that a us representative has an issue with deporting illegal immigrants,"[2, 1, 1]",None,17
10843902_gab,you democrats should be expected to denounce leftist violence illegal immigrant violence and islamic violence until that happens give us all a break from your outrageously fake moral purity,"[1, 1, 2]",None,29
26426536_gab,<number> gay the rules of mathematics can not contain me,"[2, 1, 1]",None,10
1162847266568323073_twitter,<user> ah so we should just ignore nazis marching in the street,"[1, 2, 1]",None,12
13912589_gab,not sure why queers like communism i guess the think that all things will become public common property turkish baths for all forever,"[1, 1, 2]",None,23
1178759421670940679_twitter,bunch of faggots you can not use this opportunity to beat them black and blue dead team 😡 😡,"[2, 1, 1]",None,19
1204043863054311424_twitter,<user> <user> and stop nazis winning,"[1, 2, 1]",None,6
1146148844742369281_twitter,<user> i just seen u say u want a neck tat but a portrait ghetto alright young m a,"[2, 1, 1]",None,19
21692731_gab,a muslime women forced to wear her panties on her head says american woman have no freedom lol,"[1, 2, 1]",None,18
22760271_gab,pitbulls are not violent because violence is violence plus privilege plus power pitbulls can not vote marry or open a bank account in any state in the uska whatever they do is just chickens coming home to roost pitbullsocialjusticeapologetics,"[1, 2, 1]",None,39
4863432_gab,i will not be watching the superbowl let alone lady spiritcooking gaga halftime show the sportsball industry has turned into an sjw hatefest against the white working and middle classes that made them rich,"[2, 1, 1]",None,34
23043331_gab,if trump needs a man to run operation wetback again i am available,"[1, 0, 1]",None,13
1089594179196411904_twitter,<user> trump erroneously presented the total number of aliens in the country <number> million as the number of illegal aliens in this country,"[1, 2, 1]",None,23
17824595_gab,lmao i am no pump and dumper nor am i a kike but i definitely follow some kike stereotypes,"[1, 0, 1]",None,19
15816809_gab,i have seen a lot of criticism of women for being unmarried childless and having previous relationships with non whites most of it comes from irony bros which is ironic since it describes them too,"[1, 1, 2]",None,35
16839685_gab,if credible calls to violence are not protected speech how are americans expected to carry out their duty of throwing off the chains of a tyrannical government serious question <user>,"[1, 1, 2]",None,30
23238279_gab,brighton is a ghetto and needs the acts of winnie mandela justice has been pronounced,"[2, 1, 1]",None,15
25466958_gab,perspective what would you were told that police hated you because you are black real or not then seeing things like this done to someone black i challenge you to find something similar done to a white girl especially a rich white girl over a speeding ticket,"[1, 1, 2]",None,47
18961060_gab,white americans should learn yoga history acknowledge the cultural appropriation they engage in and possibly reduce the cost of yoga classes for poor people a group that often includes people of color and recent immigrants such as indian women to whom this practice rightfully belongs gandhi argued,"[2, 1, 1]",None,47
1194283877034016768_twitter,where the gay girls at,"[1, 1, 2]",None,5
1104131796256591872_twitter,you can not expect a minority immigrant refugee to understand the intricacies of american racist rhetoric,"[2, 1, 1]",None,16
16087713_gab,how can you blame blacks when majority of the state is white why do not you throw the blame on white republicans that decided to stay home with their conscious,"[1, 1, 2]",None,30
1609803_gab,my argument to repealthe19th is simple <number> voting either directs violence or is a substitute <number> men participate in organized violence women do not <number> women vote differently than men the farther the results of elections and violence diverge the less stable is democracy and the more likely violence,"[1, 1, 2]",None,49
5815769_gab,i know what you are getting at and yes a part of it is definitely immigrants from countries with different and backwards cultures who are not intergrating and whose number is too larged to be properly absorbed by the country,"[2, 1, 1]",None,40
18369988_gab,wow i love this premier content of you calling people faggots all day it a clear sign of intellectual dominance,"[2, 1, 1]",None,20
22806498_gab,i have just escaped the fb ghetto and am in search of normal trump2020 patriot followme,"[1, 1, 2]",None,16
7599031_gab,bampumim teixeira an immigrant from west africa,"[2, 1, 1]",None,7
1130910829279420416_twitter,good lord eliaundelis i ’ m a good lancer of the parchment not a queer sculptor,"[1, 2, 1]",None,16
21410906_gab,how dare you oakland mayor libby schaaf and governor jerry brown put our national security at risk think that illegal immigrants are more important than american citizens put american citizens and law enforcement officers lives in danger,"[1, 1, 2]",None,37
1262248748131942400_twitter,<user> and this is why im gonna go join the nazi atleast they dont hide or change their views every day,"[2, 1, 1]",None,21
7182358_gab,that probably what muslim women think it all about trust,"[1, 1, 2]",None,10
26988840_gab,laura loomer ‏ <user> 7 m7 minutes ago laura loomer retweeted laura loomer how many dead people are going to be voting in the californiaprimary today voterfraud laura loomer added laura loomer <user> how many illegal immigrants are going to be voting in the californiaprimary today,"[2, 1, 1]",None,46
12589613_gab,it seems that the whole blm movement boomeranged on blacks in the ghettos ytd in <number> homicides in chicago are down from the same period in <number> but are still way up from the same time period in <number>,"[2, 1, 1]",None,39
1178671986245095424_twitter,1 8 th century mayhem and lawlessness had nothing on loud mouthed donald trump the republicans of today congress these buffoons will be short lived 🙏 but i thought violation of twitter rules included threats and incitement to violence why has not twitter shut dopey donny down,"[1, 1, 2]",None,47
1179069229322166272_twitter,i know there women who lie about getting raped but when there proof how tf can you justify that cause it your boy you all niggas are real life weirdos you all mothers should of never birthed you all forreal mal paridos,"[1, 1, 2]",None,42
23487663_gab,that the kind of trolling that makes the jews in israel want to kill him god bless that brave brave man and keep him safe from his enemies,"[1, 0, 1]",None,28
1229859716110716928_twitter,need a sim card asap dis getting ghetto,"[1, 2, 1]",None,8
1203038899410472961_twitter,<user> don ’ t retweet ls mark on my timeline he ’ homophobic for saying the f word <user>,"[1, 2, 1]",None,19
3921297_gab,<user> i kept twitching with every single time he virtue signaled about the immigrants and refugees tearing down the middle aged white male,"[1, 1, 2]",None,23
1858856_gab,not happy w trump disavowing altright nazis nothing can be further from the truth spencer whoever is just obama cia plant trump border wall refugee vetting intent ending sanctuary cities are viewed as racist by left will he backtrack now maga presidenttrump newyorkvalues,"[1, 2, 1]",None,43
16413247_gab,what about the john kerrys theresea heinz hugh hefners bill gates there are a lot of white looking jews in the us government look at the rash of presidential daughters with interracial marriages,"[1, 1, 2]",None,33
12695272_gab,these women making the allegations were willing to chuck their self respect to be part of a scene or to advance their careers while those who knew what was happening allegedly looked the other way to protect their position or because they were personal friends with knowles faraci,"[2, 1, 1]",None,48
1178771179877744640_twitter,if you are a woman and you drive over <number> mph on the freeway you are a lesbian sorry i do not make the rules do not worry we will take care of you now,"[2, 1, 1]",None,35
1178780758988607488_twitter,<user> yuel and societte might slightly edge them out and of course vira and kat but yeah very gay,"[2, 1, 1]",None,19
19923095_gab,catherine the only place to get white kids is from white women and the only way to overcome the invasion is white kids,"[1, 1, 2]",None,23
24728007_gab,contact me for a shirt that is black and in white says the global minority front white people on the back,"[2, 1, 1]",None,21
18729729_gab,more red pills for women more hayek for women more duckduckgo for women liberallogic,"[1, 2, 1]",None,14
6329465_gab,white countries are under invasion betrayed by our own gov,"[1, 1, 0]",None,10
1264174663493537795_twitter,<user> <user> bs then all johnson and olafsson are jews or maybe some jews infiltrated by adopting local names,"[2, 1, 1]",None,19
1145823765240020992_twitter,antifa are the real nazis man,"[1, 0, 1]",None,6
17735687_gab,jean lafitte ‏ <user> 3 9 <number> seconds ago more jean lafitte retweeted mark pantano how many more immigrants do we need none and we need to ship a whole lot back,"[1, 1, 0]",None,32
1174377815107657729_twitter,dykes love that lil black sports bra khaki pants combo,"[1, 1, 2]",None,10
1217983145372528642_twitter,as a proud immigrant i am thankful to live in the united states but ashamed to have an unhinged president,"[2, 1, 1]",None,20
8089281_gab,i am sure katy is packing up her bags and renting that new chic apartment in downtown aleppo no barriers means she can finally embrace her peaceful muslim brothers right in their back yard good luck to you katy enjoy that new box cutter necklace,"[1, 1, 0]",None,45
20505716_gab,the guy that wrote it was forced last year to say it wasn t about jews because a lot of people including myself were memeing it everywhere it is so accurate <number> scene is of a fight and it goes too far but the rest is just brilliant,"[1, 1, 2]",None,48
1904515_gab,i member when clinton said … you could put half of trump supporters into what i call the basket of deplorables the racist sexist homophobic xenophobic islamaphobic you name it and now trump supporters are all white supremacist nazis and trump is hitler reincarnated fud,"[2, 1, 1]",None,45
10731956_gab,lol gtfo of here with holocaust denial this place is amazing,"[1, 2, 1]",None,11
17356759_gab,the one thing the internet is liable to grant most easily is swift passage to backwater ghetto echo chamber status that is alt tech tech safely sequestered from the universal public square,"[1, 2, 1]",None,32
7643218_gab,texans pay him an annual salary of <number> he advocates black violence against whites meet professor tommy curry of texas a m gig em aggies,"[1, 1, 2]",None,25
1265802225399537664_twitter,<user> lol where are the people telling a baker to make a gay wedding cake,"[1, 2, 1]",None,15
1189486679595204608_twitter,every women i have been with was inserted in my life to teach me something it seems,"[1, 0, 1]",None,17
1253392970159702016_twitter,<user> gay asf of u to say this kisses u,"[2, 1, 1]",None,10
1116574232626913281_twitter,<user> let ’ donate to a worthy cause like a legal immigrant who supports <user>,"[1, 2, 1]",None,15
7573319_gab,i guess they do not want people to be reminded of their democratic party history of slavery or the fact that their moslem overlords still own them today those who fail to learn from history are doomed to repeat it,"[0, 1, 1]",None,40
1178344462814076928_twitter,<user> lmao im finna b a dyke <number>,"[1, 1, 0]",None,8
18367564_gab,that funny hoodbilly i have always referred to myself as ghetto hick because halfway through my childhood my parents moved me from the city to the country i am a white girl who can rap and change brakes on a muddin truck hehe 😍 😍 👊 👊,"[2, 1, 1]",None,47
1178839564435234818_twitter,since i been at this school you niggers have never not complained about the homecoming artist give it up,"[1, 2, 1]",None,19
1174577010968092672_twitter,if i ain ’ t look like my dad the negro wouldn ’ t claim none of us,"[2, 1, 1]",None,18
1186823619483181056_twitter,some women diet for <number> weeks then they cheat kill the haters by loving and forgiven them,"[1, 1, 0]",None,17
20317531_gab,i was a child of the ghetto and a ward of the state i do not know how i escaped the clutches of leftism but i am grateful to be a sane trump supporter,"[1, 1, 2]",None,34
1178542712342974464_twitter,<user> white claw white devil,"[1, 0, 1]",None,5
1226205386769911808_twitter,abusite in your bio you getting block since you love being ghetto 🤢 🤢 🤢 🤢 🤢,"[2, 1, 1]",None,17
