post_id,text,annotator_labels,surface_cue,token_length
21534401_gab,absolutely right actually anti semitism is about arabs either arabs are semits arab language is similar to hebrew they derive from one origin yes they hate each other but they are equal wherever they appear they cause troubles,"[1, 1, 2]",Medium (Emotion+Intensifier),38
1240080748402655234_twitter,<user> whew i hate it here america is so ghetto right now 🥴,"[1, 2, 1]",Medium (Emotion+Intensifier),13
5544127_gab,hey if the left want refugees so bad over here bring on the swedish blondes lol,"[1, 1, 2]",Medium (Emotion+Intensifier),16
1167318533027418114_twitter,<user> lmfao i hate youu you are so annoying,"[1, 1, 2]",Medium (Emotion+Intensifier),9
1178421242149425153_twitter,<user> <user> <user> <user> <user> i do not hate you or religion nor was i hurt by it i just studied learned realized it bs the religious motivations of the mostly old white men in the ok government were fairly obvious also fetuses are not human beings with full rights,"[2, 1, 1]",Medium (Emotion+Intensifier),50
6549094_gab,i am no fan of the hijab and i despise the burka niqab but the constant harping by alt lighters and atheists about what some muslim women wear is a bit ott it really not the ultimate manifestation of evil and oppression,"[0, 1, 1]",Medium (Emotion+Intensifier),42
3703256_gab,a century or so of trying to solve stupidity with schooling poverty with government handouts violence with gun control and bad race relations with forced integration demonstrably has not worked something that a ten minute drive around your local black ghetto if you dare will show you,"[1, 2, 1]",Medium (Emotion+Intensifier),47
1178839475851411457_twitter,the biggest thing i am worried about is trump affiliation with the nra and his threat that there could be divide in this country over an ideological civil war the president is tearing this country apart presidents really should not do that i d hate to shoot a redneck,"[1, 1, 0]",Medium (Emotion+Intensifier),49
1252648137296142339_twitter,<user> your hate will harm indian muslims more your hinduphobia will leads to harm indian muslims more so stop this hate,"[2, 1, 1]",Medium (Emotion+Intensifier),21
1218004108977696768_twitter,<user> so many women do sad,"[1, 2, 1]",Medium (Emotion+Intensifier),6
1178971382656507909_twitter,<user> <user> <user> the implication of digital blackface in your reply gif aside yeah you are totally correct the adl found white supremacists using it okay to be white as a hate slogan pretty sickening stuff even to me as a white guy,"[1, 1, 0]",Medium (Emotion+Intensifier),43
15843155_gab,i am still sad i have been trying to make my phone work so it will take pictures the rooftops are all white in my neighborhood and it so lovely i hate my phone right now,"[1, 1, 2]",Medium (Emotion+Intensifier),36
8404573_gab,a muslim was asking me about american sex stores he became more appalled as i continued my description of their wares until i told him about their blow up dolls then he was suddenly very interested and excited,"[1, 0, 1]",Medium (Emotion+Intensifier),38
26221984_gab,wrong it was me in conjunction with the local aborigines disguised as arabs pretty good hey keep it on the down low 😂 😂,"[0, 1, 1]",Medium (Emotion+Intensifier),24
12382478_gab,so white industry is bringing life you can see why the volcano demon chosen people and their various golem in their secular death cult offshoots would be appalled by this their aim is to destroy civilization and leave the earth a lunar wasteland,"[1, 1, 0]",Medium (Emotion+Intensifier),43
16361223_gab,welcome to gab a site full of people who are so disgusted by ghetto culture that they use ghetto slang all the time mind the thot police 👮 ‍ ♀ ️,"[2, 1, 1]",Medium (Emotion+Intensifier),31
23148299_gab,real women really do seem to hate those soyboys,"[1, 0, 1]",Medium (Emotion+Intensifier),9
16665633_gab,went to the state owned liquor stores pennsylvania does not allow private companies to sell spirits and wine is very selective all the civil service staff i know it that bad said merry christmas to literally everyone and everyone was so happy and it was near a ghetto area too,"[1, 2, 1]",Medium (Emotion+Intensifier),50
17705219_gab,studies show non whites view freedom completely different than whites for example <number> of hispanics view hate speech as an act of violence which means they would ban it their view of hate speech could be anything wake up your family and friends,"[2, 1, 1]",Medium (Emotion+Intensifier),43
1190366183167528960_twitter,so i tweet and don ’ t get any interactions but when i retweet stuff like <number> people are liking within the minute i hate you people 😤,"[1, 2, 1]",Medium (Emotion+Intensifier),28
13760196_gab,oh goodness ok i had a really bad comeback for that one but i am just gonna keep my mouth shut hehe that would definitely be a workable plan though and many other women would not have been his future victims,"[1, 1, 2]",Medium (Emotion+Intensifier),41
1178450391618355200_twitter,<user> <user> <user> <user> <user> <user> <user> white christian boomers trashed the economy environment so their own kids could not enjoy the wealth the they did maybe you all should have had more abortions then your kids and grandkids would not have to hate you,"[1, 1, 2]",Medium (Emotion+Intensifier),45
13438032_gab,ok so i have been off twatter for some time now so i may just be rusty but has leftist kike trolling actually gotten worse in quality than it was a year or so ago,"[1, 1, 2]",Medium (Emotion+Intensifier),35
10777192_gab,who came up with the no moral equivalency bs about alt right alt left i ask because leftists and establishment are using it now to justify anitfa blm violence set the precedent for double standards kk message is evil so it ok to assault them with bricks this is what they are saying,"[1, 2, 1]",Medium (Emotion+Intensifier),53
1179100915883810817_twitter,<user> first impression on you negro nickname i have for you in my head negro how close we are in rating <number> how much i like you <number> one thing i dislike about you sometimes you are super annoying what you mean to me homie best feature feet,"[1, 2, 1]",Medium (Emotion+Intensifier),48
1161695070267068417_twitter,<user> he doesn ’ t really hate immigrants not white ones anyway he ’ just giving his base what they want,"[1, 1, 2]",Medium (Emotion+Intensifier),21
14069634_gab,im a couple dicerolls from being a bad egg and am very aware this is why i tutor ghetto kids and single parent kids who are black for free having a family myself that is all i can do at this time,"[1, 2, 1]",Medium (Emotion+Intensifier),42
23363867_gab,nasty women who hate to see a pretty lady on the tv or in the papers this does not offend me one bit very insecure people in this world sadly,"[1, 1, 2]",Medium (Emotion+Intensifier),30
14535204_gab,keeps happening though someone invented a robot to judge a beauty contest being an evil racist the robot picked all white women so the robot was reprogrammed to be nice re judged the contest only picked white women again robots side with whites every time they know,"[2, 1, 1]",Medium (Emotion+Intensifier),47
27597499_gab,also let me add that even genuine refugees are often fleeing their home countries because they fear retribution for the very bad things they did to their fellow nationals steve sailor,"[1, 1, 2]",Medium (Emotion+Intensifier),31
25557750_gab,no no i will not i do not do that i told you i am a white woman sorry i really am not interested in you you are angry and strange perhaps you should lay off the soy lattes and dial up your meds,"[1, 1, 2]",Medium (Emotion+Intensifier),44
18777413_gab,so there is nothing wrong with them leaving women alone if they are worthless to them,"[1, 1, 2]",Medium (Emotion+Intensifier),16
