post_id,text,surface_cue,token_length
1185885487917088768_twitter,in spoons three fishes table <number> dm for orders spoons slave fin sub spoons bitch findom spoons sub,Strong (Profanity),18
1217592022812499970_twitter,<user> damn thoes legs 🥵 🥵 🥵,Strong (Profanity),7
1179100689361977344_twitter,girls like a mix of protective let me be a slut,Strong (Profanity),11
16941993_gab,for <number> years i have been wondering why anyone thought retard and fatso and now ho were qualified to fact check anything when people quote snopes as their proof i laugh,Strong (Profanity),31
1179101472816062464_twitter,our retarded asses got so damn lit last night we just now waking up 😩,Strong (Profanity),15
1178880014260899840_twitter,<user> this is a fucking terrible idea,Strong (Profanity),7
1178932998336634881_twitter,get you a ugly nigga we dont cheat,Strong (Profanity),8
1178958619649462273_twitter,<user> give oblivion omega colors because i wasted <number> vbucks on a shit skin,Strong (Profanity),14
1178787026134417408_twitter,holy fuck i swear these white bitches can not fucking drive dawg 🤦 🏻 ‍ ♂️,Strong (Profanity),16
1116007003334352896_twitter,fucking kim jongin in a black turtle neck and blue jeans im losing it,Strong (Profanity),14
1179081920895864832_twitter,i wish i was a bad bitch <sad>,Strong (Profanity),8
1179104320257757184_twitter,<user> bro its cod bruh still wack imagine playin cod on fingers lmao shit is retarded,Strong (Profanity),16
1092791274841694213_twitter,carhart hats are the basic bitch winter accessory of <number>,Strong (Profanity),10
1086802165249859591_twitter,they letting this nigga kuzma do what he want,Strong (Profanity),9
1179102739193831424_twitter,<user> kool fuck you too then 😑,Strong (Profanity),7
1121682517394776065_twitter,bust that ugly nigga eye out,Strong (Profanity),6
1178978414503415813_twitter,<user> i fucking hate you ziad,Strong (Profanity),6
1179085971100295168_twitter,people are still retarded i see,Strong (Profanity),6
1179060076474195970_twitter,people really have the audacity to think i am not funny bitch i am hilarious,Strong (Profanity),15
1179074290077110273_twitter,i pinches fucking hate walter white,Strong (Profanity),6
1178988324800864256_twitter,<user> <user> <user> <user> <user> i did not even hear that like she reaching cause she wants to look like a woke white person and all the people who liked her reply are stupid 💀,Strong (Profanity),35
1187406485128695809_twitter,thought she was a pretty rickey bitch but she like yo gotti,Strong (Profanity),12
1178783421058994176_twitter,gangsta poppin margiela can not hustlin this nigger,Strong (Profanity),8
1178830935736717312_twitter,<user> at least you are white so it not super odd i am <percent> hawaiian nazi fascist white supremacist climate hater sexist incel homo trans furryphobe maga bot lmao labels are dumb,Strong (Profanity),32
1105049342203887618_twitter,aubrey life is a highway swanson life is a bitch day one,Strong (Profanity),12
1179032532483883008_twitter,omg i always feel so disgusting when a girl thinks i am trying to hit on her 😭 ma am i am a ✨ faggot ✨,Strong (Profanity),26
1179062724334178307_twitter,<user> sounds a bit harsh you did not say anything hateful by any chance then again me dressed in a wig and calling the real me a faggot is now hate speech i am livid,Strong (Profanity),35
1178349755388350465_twitter,<user> you prolly right after all they did bring disease to america columbus ass which killed all the native americans,Strong (Profanity),20
1179100826263883776_twitter,cock slut what the hell is this,Strong (Profanity),7
1111576140592877569_twitter,you know why cause karma is a bitch,Strong (Profanity),8
1179101130925719554_twitter,liz truss is a fucking disgrace,Strong (Profanity),6
1123690268300066817_twitter,if you think ronaldo is better than messi you are either a liar or a retard,Strong (Profanity),16
1179096686775414784_twitter,every barber shop has a slut that one nigga that goes to any barber to get his haircut and has no sense of barber loyalty it me i am the slut,Strong (Profanity),31
1174313579346104321_twitter,females get relationship advice from they friends that can not even keep a nigga 🥴,Strong (Profanity),15
1181368721635516417_twitter,this nigga is sitting across from me and keep slandering gay people,Strong (Profanity),12
1092623825647423653_twitter,lrt only white people can fuck up queso like that huh,Strong (Profanity),11
1179073562910625793_twitter,my family crest is a fucking dragon bitch 🐉 🐲,Strong (Profanity),10
1170032495183704064_twitter,want to pay for roads with taxes make pumpkin spice everything lovers pay that tax fuck those basic hoes and fuck them hoe ass roads,Strong (Profanity),25
1179104137444593665_twitter,<user> do you think this is a fucking game,Strong (Profanity),9
1178505764387852289_twitter,queer eye is my shit a bitch is addicted,Strong (Profanity),9
1179035679776362496_twitter,<user> <user> shit they all look there same,Strong (Profanity),8
1179075703653961729_twitter,you all blame everybody and they momma except the nigga that cheated on you,Strong (Profanity),14
1172323279249408001_twitter,i ’ m a pretty bitch i don ’ t deserve to be stuck in bakersfield,Strong (Profanity),16
1178356671338426368_twitter,yo why some old white guy start coming at me at the gas station cause my music is ghetto 😭 nigga said this is not the ghetto go somewhere else guy stfu once i said he looked broke tho,Strong (Profanity),39
1084775431415357440_twitter,<number> liners are old oredi bitches we old old dumb,Strong (Profanity),10
1178742769877053440_twitter,<user> was allat hostility necessary this why ion get along with yo white ass na,Strong (Profanity),15
1105198550361751552_twitter,that juice wrld nigga is terrible,Strong (Profanity),6
1179097377371774977_twitter,<user> <user> give me that nigga dick 🙃 🙃 🙃 🙃,Strong (Profanity),11
1187079790802718721_twitter,all these fake ass pages sending my sister dm talking shit yall bitches weirdos,Strong (Profanity),14
1179058393396449280_twitter,ok now im craving sushi bitch tf,Strong (Profanity),7
1123697855301074944_twitter,that nigga steal if he drive an impala with no hubcaps,Strong (Profanity),11
14987108_gab,this is wrong it included nigger on the end it read white lives matter nigger that why this particular incident was a bigger deal,Strong (Profanity),24
1179100846841311232_twitter,virgil is a fucking menace on fifa <number>,Strong (Profanity),8
1084798764357804032_twitter,trump you damn elephant im sending you back to africa for being a illegal immagrant,Strong (Profanity),15
1179095699826323456_twitter,<user> nope they should be praying i dont have a new nigga bitch by time they get out,Strong (Profanity),18
1178501732474724352_twitter,<user> honestly if god is real that mfer needs to send another flood or something this shit is just straight monsterous add white americans obsessed with anime to the deadly sins list,Strong (Profanity),32
17744046_gab,yeah i am neither jewish nor a homosexual but they love to call me a kike faggot i mute freely <happy>,Strong (Profanity),21
1178839846091137025_twitter,i really fucking hate valve,Strong (Profanity),5
10767251_gab,sheeit nigguh you fuckin trippin why boi dat nigger turnin him life aroun gnomesayin on his way ta mufuggin churchskoo an shit an outta nowheres dem dam raysis crackas jump out da bush and try ta rape em self dafunce all da dam way where dafaq muh lawsuit moneys,Strong (Profanity),49
1176915180292321280_twitter,next world cup winner south africa for captain d cock <number> over and <number> over,Strong (Profanity),15
3LEG2HW4UFO0MSYCHN08VXVNNHG2F9_nf_1,i mention i love girls in all white outfits once and this loser goes straight for my neck,Strong (Profanity),18
1178860682936082432_twitter,i been listening to pure spanish music non stop lately yet my white ass do not even understand any of it lmao,Strong (Profanity),22
1178670817451925504_twitter,i remember back in grade <number> <number> i was rooting for post malone to make it big white iverson was next level now i fucking hate him cause he makes tracks for white girls who love pumpkin flavour latte,Strong (Profanity),39
1256333571561672704_twitter,<user> dead ass ain ’ t rt that tweet cause the caption called it ghetto for no reason,Strong (Profanity),18
1179005035780423680_twitter,as a result someone who uses the symbol cannot be assumed to be using the symbol in either a trolling or white supremacist context then why add it to a list of fucking hate symbols,Strong (Profanity),35
1179098364572364802_twitter,like that vlad bitch breaking into your house and control your body to be able suck some blood nah fam,Strong (Profanity),20
1178969000153214976_twitter,i fucking hate you <number>,Strong (Profanity),5
1142676661487333377_twitter,might fuck around and drunk text this nigga 🥴,Strong (Profanity),9
1178815533560602624_twitter,you all asking that white ass man to press hope about the cns twists is the equivalent to when jay park spoke to white ass man <number>,Strong (Profanity),27
1179104378206248961_twitter,kurotsuchi me fuck you you ugly asshole i hate you,Strong (Profanity),10
1098366440200171520_twitter,<user> the real bitch of this whole story 😡,Strong (Profanity),9
1177565490320949253_twitter,prolly heard i was broke from a broke nigga prolly heard i was a hoe from a hoe 🤒,Strong (Profanity),19
1178913839628337154_twitter,paid rent this shit so ghetto bro goodnight,Strong (Profanity),8
1178789174519959552_twitter,<user> <user> black dude wearing a von dutch hat in a room full of white men hell yeah that cocaine,Strong (Profanity),20
1144350029416738817_twitter,she ride me like a pony eat that bitch out like bologna obama care,Strong (Profanity),14
1179065250827702272_twitter,<user> i fucking hateyou i hate you i hate you,Strong (Profanity),10
1099348020594909184_twitter,<user> he is a fucking beast asombalonga,Strong (Profanity),7
1196053412900560902_twitter,top of it bitch happy sunday i hope you all make it to church i will not but i hope you all do,Strong (Profanity),23
1178762234664669184_twitter,the white east asian dudebros love having an asian guy saying this shit bc they can say it not racist if his family was asian immigrants,Strong (Profanity),26
1178528735978500096_twitter,the amount of lesbians i know that live on dykes road is so fucking funny the joke literally writes itself dude,Strong (Profanity),21
1178923952183357442_twitter,<user> yeah well fuck you too,Strong (Profanity),6
1178435020496789505_twitter,acts <number> <number> but the white devil tall fat white satanic preachers still encourage and preach that everyone is born equal a lie of the devil through their white devil teeth and they will go to hell for it for preaching lies since they do not even believe in god but are,Strong (Profanity),52
1179039698309697536_twitter,me listening to fag by <user> any other femmes out there get called lesbian by cis boys in high school and vehemently denied it but now you are a raging queer just me k,Strong (Profanity),34
1179083979317604352_twitter,this nigga from scottsdale was tryna low ball me like he do not be with them rich white folks nah firm pricing my boy,Strong (Profanity),24
1179102812875231232_twitter,its spooky season this year ill dress as a slut so i dont have to buy a costume 🥰,Strong (Profanity),19
1230773344573591554_twitter,<user> not me bitch,Strong (Profanity),4
1178663513558003717_twitter,<user> who is a faggot,Strong (Profanity),5
1438803_gab,<user> karma is a bitch,Strong (Profanity),5
1179027656785969152_twitter,<user> holy shit i wanna listen to all of these they all look amazing,Strong (Profanity),14
1179010566448304128_twitter,roses are red violets are blue oh you hate me fuck you too,Strong (Profanity),13
1092284552595279872_twitter,im tough im ambitious and i know exactly what i want if that makes me a bitch okay madonna quote,Strong (Profanity),20
1179070170893094917_twitter,if a bitch wear white socks w black shoes vice versa they cant dress automatically eliminated that so tacky,Strong (Profanity),19
1172171170776584192_twitter,dzulo this nigga opened my fridge and found tonic water in there and said muli ndi chomwela koma tea mulibe,Strong (Profanity),20
1179041825056870400_twitter,you gotta be bold as shit to be on social media when you have not texted me back bitch i hate you 💀,Strong (Profanity),23
1178733596183388160_twitter,lrt im not one for excessive violence but fuck if that scene did not get my dick so hard when i first saw it,Strong (Profanity),24
1098421662385614849_twitter,get this nigga zion some lugz those soles strong as shit,Strong (Profanity),11
1179054964615913473_twitter,<user> fuck you i fucking hate you it not my fault i am a thief of light,Strong (Profanity),17
1178693305770659841_twitter,i cant be with a nigga with wide apps i d be grabbin him from behind and thrustin him from da byke er day id be in a queer hetero relationship lmfaoo,Strong (Profanity),32
1086697861310496768_twitter,she know a nigga need her 🤧 money man,Strong (Profanity),9
1179096525198123013_twitter,<user> yeah that was bullshit as someone who has been both raped and paid for sex there is def a difference,Strong (Profanity),21
1178129349788098560_twitter,today i changed out of a dick van dyke t shirt and into a dick van dyke sweatshirt i am so powerful,Strong (Profanity),22
1179104713356320768_twitter,love getting fucking condescended to by the cis telling me im reductive and need to calm down bc i simply mentioned to a largely queer qnd inclusive group of ppl that certain devs are transphobic so they could save their money and said cis wouldnt let it be,Strong (Profanity),48
17497830_gab,if that was the case then people would not call me a nigger just because i made a joke,Strong (Profanity),19
1179065194191867904_twitter,and stop buying content from girls with boyfriends social work should be for women who have no other means to support themselves you know how selfish and stupid you look basically lying to the men fapping to you so you can buy overpriced festival tickets kill yourself,Strong (Profanity),47
1178896349594411008_twitter,<user> i have to confess too i fucking hate you,Strong (Profanity),10
1178867530363998211_twitter,where tf do pple b finding these fine ass niggers,Strong (Profanity),10
1179075536901087234_twitter,i might sound annoyed but im actually super relieved that i will never have to hear anyone compare this to the holocaust or some other shit again,Strong (Profanity),27
1178851695616499712_twitter,i will humble a nigga quick you that nigga to them hoes not me lol,Strong (Profanity),15
1178821663690854402_twitter,niggas talk about bruh for kissin teanna trump like the hoe they currently fuckin not doin the same shit niggas dnt even make sense,Strong (Profanity),24
1121842500732428294_twitter,this nigga thanos done killed aquaman,Strong (Profanity),6
1178543236094128133_twitter,<user> you are the one creating dumb unscientific terms to support your fragile masculine ass who mad and crazy now how are we being hypocrites a girl was about to get raped have some shame and stop talking you are embarrassing yourself,Strong (Profanity),42
16072646_gab,okay gabfam we did not get what we wanted let burn this bitch down oh wait that what the other side does,Strong (Profanity),22
14494551_gab,unironic you are dead kiddo spec ops beret pic extensively educated over compensatory bio obsessed with some nigger called chyna classical liberal peaked during reagan loves kikes viagra blogger has access to computer vlogger owns cell phone will you be my hero,Strong (Profanity),42
1178682785793490944_twitter,love coming to work and hear cowboy fans talk like they was in the game lol nigga what number are you,Strong (Profanity),21
1178828752379400193_twitter,scrawny ass mf put a shirt on next time no one wants to see your ugly tiny white ass nips 🙅 🏻 ‍ ♀️,Strong (Profanity),24
1178490337867661313_twitter,<user> surprise fucking surprise he deletes his offensive tweets once again to hide his tracks so his moron followers will claim it was fake news made by the secret plot to kill all white people,Strong (Profanity),35
1179002805908062209_twitter,let straights straight and dykes dyke in peace and stop being such an academic fucking sissy show off about every damn thing you are not smart you are annoying sh,Strong (Profanity),30
1109838050396434432_twitter,seen street niggas dick ride 🤢,Strong (Profanity),6
1178863636791615488_twitter,yesterday in burleson tx someone called me a nigger the old me would have shot em but the new me is to focused to let some white man make me mad or take away my freedom,Strong (Profanity),36
26639476_gab,our governments refuse to give us justice eventually that leads to us fucking taking it whether i hold these opinions or not it eventually all leads to and devolves into a violence contest in the end,Strong (Profanity),36
1117846516046204928_twitter,they ain ’ t down w me but they kno i ’ m <number> bitch that it ’ up w,Strong (Profanity),20
1179103206816784389_twitter,<user> a white boy that can not shoot 😭 i be mad as hell i can shoot better then one of they ass,Strong (Profanity),23
1121994389100699648_twitter,these niggas fake quick to break they will bend on a nigga,Strong (Profanity),12
1163850497947664385_twitter,i can ’ t wait to buy a brand new <number> ” bad bitch wig,Strong (Profanity),15
1173430581868318720_twitter,shaking ass is considered goofy now whew chile the ghetto 🥴,Strong (Profanity),11
1179038506020036608_twitter,it okay to be white black straight or gay but it is not okay for you to stop at a yellow light when we both could have fucking made it,Strong (Profanity),30
1179001440804593664_twitter,yall i have to go to work today at <time> and its cold af i bitch i might not make it ima freeze to death,Strong (Profanity),25
1178880582383783936_twitter,it can be your nigga her nigga ion care if i stamp him that my nigga,Strong (Profanity),16
1164955575421218818_twitter,you reading this tweet go drink some water now you god damn dehydrated slut,Strong (Profanity),14
1178527286447890432_twitter,white ghetto and stupid not cute,Strong (Profanity),6
3507563_gab,all i ever wanted all i ever needed is queers in my butt girls are very unnecessary they can not suck on my nuts,Strong (Profanity),24
1170331481966862336_twitter,get you a nigga that gives you wam wam is walk around money stop fucking with the local jokers,Strong (Profanity),19
1179094905525813253_twitter,<user> it fucking retarded that pit breeds get singled out for this i have encountered a human aggressive pit dog aggressive yes i have met some aggressive other breeds though german shepards do not get this same treatment,Strong (Profanity),38
1178861388913168385_twitter,my life is a fucking disaster and idk how to fix it,Strong (Profanity),12
1178786989505679365_twitter,one time for a nigga who knows,Strong (Profanity),7
1178819176858824704_twitter,alls my life i has to fight nigga,Strong (Profanity),8
1160698411370369024_twitter,miley cyrus psycho phase <number> 😝 get it bitch,Strong (Profanity),9
1179041207567171587_twitter,i am going to skip the joker movie i think i just do not think i have the capacity to take on that level of white male dark violence crap in <number>,Strong (Profanity),32
1178949657197760513_twitter,tht nigga bored and i really just wish he leave me alone lik,Strong (Profanity),13
1179048627332734977_twitter,idgaf im still gonna retweet those tweets psl iphone <number> giveaways ni bitch im typing on fucking iphone <number> help me,Strong (Profanity),21
1178888593747664897_twitter,<user> <user> i fucking hate you so much 😂 😂 😂,Strong (Profanity),11
1179063567703793664_twitter,<user> i need to find that one gif of the nigga dancing while that white woman crying 🤣 🤣 🤣,Strong (Profanity),20
1105505120446500865_twitter,😂 she wanna be so fake nonchalant you know that nigga hurt you,Strong (Profanity),13
1179243182565068801_twitter,<user> hopefully he ’ okay cause if he kills his self or something i ’ m blaming it on twitch like the shit twitch does is just retarded now,Strong (Profanity),29
1179093999426166784_twitter,kissing somone with a white ass tongue is more nasty in my opinion but i guess i am nasty cuz i drool in people mouths 😂 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😂 😂 😂 😂 😂,Strong (Profanity),42
1178864717466685444_twitter,<user> furry statuatory raped 4 0 0 lb retarded female who wore diaper in band room during assembly which she claimed was consensual turf war shooting between ig bloods kills <number> in local park over stolen cocaine superintendent indicted for embezzling money football shower gangrape,Strong (Profanity),45
1178818613362544640_twitter,i really need to just go back home to jamaica find my wife impregnate her have her raise my kid till about <number> get em both her a green card and become faithfully nigga,Strong (Profanity),34
1179053847446093826_twitter,from me to me fuck you nobody care about you you meant to be alone go kill yourself,Strong (Profanity),18
1177399021125734400_twitter,cash money makin fuck with smoke this nigger fucking it,Strong (Profanity),10
1177291179647471619_twitter,brown pops stripper pole weed on it this nigger,Strong (Profanity),9
1178748141279076352_twitter,<user> her phases have now included scene jack skellington which she shaved her head for hello kitty lesbian trans straight basic goth atheist and now basic white religious bitch,Strong (Profanity),29
1178783140879327234_twitter,at my job yesterday these <number> white boys were running around saying nigger nigger and the mom was like that very in appropriate where did you learn that and he said another boy at school taught it to him saying it was okay to say it 🥴,Strong (Profanity),47
1178913944489955328_twitter,<user> <user> it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all white supremacy nazis not all of them voted for you suck it up buttercup,Strong (Profanity),42
1179072183403978753_twitter,send me cursed shit,Strong (Profanity),4
1167982348769660928_twitter,everyone in your life is a fucking lie i promise,Strong (Profanity),10
1179101735807266816_twitter,girl is pretty and she practically worships me lol dunno why i am pretty retarded,Strong (Profanity),15
1179040639541022720_twitter,sitting in a crowd slowly shitting my pants and blaming the retard next to me,Strong (Profanity),15
1179088416220295169_twitter,<user> <user> <user> hell no you used americans tax payers money on illegal immigrants and now you want to claim a state of emergency you made this mess clean it up,Strong (Profanity),31
1177504303822467072_twitter,whoeva told ya tha shit was easy they was lyin to ya 🚫,Strong (Profanity),13
1179088859226918912_twitter,<user> <user> wait that not possible nvm i am retarded,Strong (Profanity),10
1179081694126759937_twitter,vontaze burfict is a fucking raider you all ain t listening hurry up and take ya hoe asses to vegas gruden is still that dude tho ✊ 🏾,Strong (Profanity),28
1179079222033309696_twitter,this rent shit ghetto,Strong (Profanity),4
1109531446757281793_twitter,sex after my ex has been trash so a bitch is celibate,Strong (Profanity),12
1179093142777323526_twitter,<user> his dumb white ass 😭,Strong (Profanity),6
1179104605835288577_twitter,my bf informed me that with <date> releases the basic white girls loving psls scarves and fall decorations as if he does not watch football all of saturday and sunday while drinking beer and eat shitty food shouting saturdays are for the boys psh basic white boys,Strong (Profanity),47
1179100333215293442_twitter,<user> lmao she was whoopin that white ass 💀 😂,Strong (Profanity),10
1178759495809425408_twitter,go on vacation for a week come back and we all just fucking hate queer eye and kale,Strong (Profanity),18
10793596_gab,<number> keep awaiting word of commie movement against his statue in nashville it would be a dangerous and stupid thing for them to attempt even in the west nashville ghetto they live in,Strong (Profanity),33
1179103221811437568_twitter,<user> bitch i hate you 😂 😂 😂 😂,Strong (Profanity),9
1167114522102046722_twitter,<user> makes no sense to rent homie it ’ actually retarded,Strong (Profanity),11
1178959565687271424_twitter,<user> we can also throw in there her support for ira violence racist comments about white people blind support for bolivarian economic farce the stupid gift that keeps on giving,Strong (Profanity),30
1178996640205721605_twitter,<user> <user> this bitch knows what up,Strong (Profanity),7
1179103899384303616_twitter,<user> this is a fucking attack,Strong (Profanity),6
1212482081265201153_twitter,<user> no like dead ass we was in the ghetto last night it was crackin lmfao,Strong (Profanity),16
1179050257000341504_twitter,sometimes i feel sorry for frail old white people and then i remember they d probably call me a faggot and my dad a terrorist so then i am ok 😌,Strong (Profanity),31
1123803518240993285_twitter,been through some bad shit i should be a sad bitch who woulda thought it turn me to a savage,Strong (Profanity),20
1178925606307844097_twitter,<user> well i am halloween so fuck you too,Strong (Profanity),9
1178773239566405633_twitter,<user> should not vr called zayn a sand nigger 🤷 🏻 ‍ ♀️ 🤷 🏻 ‍ ♀️,Strong (Profanity),17
1178869613704237057_twitter,<user> dude i fucking hate you,Strong (Profanity),6
1178330260728958977_twitter,pretty sure reducing an entire language of a culture to meaningless vowel gibberish akin to ching chong ding dong is fucking racist my guy whether it intended or not is fucking irrelevant,Strong (Profanity),32
1179096306528079873_twitter,<user> dusty retarded gr88,Strong (Profanity),4
1117942322304573440_twitter,white boys b flexing their pics of them and a fish like we supposed to swoon over that shit,Strong (Profanity),19
1178675336332152833_twitter,<user> <user> i can assure you this is far more common among the caucasians and for that reason is aimed at them also middle aged white people are notorious for treating black servers like shit,Strong (Profanity),35
1179080324258643969_twitter,two years ago i felt lonely on phannie twt cause i was the only lesbian while everyone was bi pan now we are all depressed dykes damn,Strong (Profanity),27
